PMID,Population,Study type,Pregnancy Stage,Drug names,data source,inclusion ,exclusion,outcomes,sample size,study design,RWD,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
32005034,neonate / pediatric / infant / newborn / premature,pharmacoepidemiology,Trimester 2 - Postpartum,Dopamine,University of Maryland Medical Center level IV neonatal intensive care unit (NICU) between June 2013 and September 2016 ,Study of subjects 24–29 weeks gestation who had continuous intra-arterial blood pressure monitoring within the first 12 h of life. ,"Subjects were excluded for parental refusal of participation, major congenital anomalies, or <12 h of monitoring.",Neurological Outcomes,62,non a priori designed secondary analysis prospective,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,204,2025-12-02T16:01:12.254847,C0013030
32458059,neonate / pediatric / infant / premature / newborn,pharmacoepidemiology,Trimester 3 - Postpartum,Dopamine,"Osaka Women’s and Children’s Hospital in Osaka, Japan from July 1, 2009 to December 31, 2018",We conducted a retrospective observational study involving extremely preterm infants (< 28 weeks of gestation) admitted to the level III neonatal intensive care unit.,"We excluded patients who had incomplete medical records, died for reasons other than infections after birth, and had congenital anomalies that can develop hematological disorders.",The primary outcome was the association between the total amount of dopamine and infections. ,282,Retrospective study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,205,2025-12-02T16:01:12.254847,C0013030
32984221,neonate / pediatric / infant,pharmacoepidemiology,Postpartum,Dopamine,intensive care units (NICU) of St. Louis Children's Hospital (SLCH) and University of Virginia Children's Hospital (UVa) from 2010 to 2018,Infants were included in the study if they underwent TH for the treatment of neonatal encephalopathy as determined by a modified Sarnat exam and had an intra-arterial catheter placed for invasive blood pressure monitoring. ,"Infants were excluded if there was a known congenital or genetic anomaly at the time of birth. To prevent confounding, infants were excluded if they were exposed to other inotropes or vasopressors (i.e., norepinephrine, epinephrine, and milrinone). Infants were also excluded if blood pressure data were not available at the time of dopamine initiation or the comparable period in control infants.","Hypertension, Blood Pressure",18,retrospective case-control study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,207,2025-12-02T16:01:12.254847,C0013030
30694697,child / pediatric,clinical trial / pharmacoepidemiology / pharmacokinetics,,Dopamine, United States between April 2015 and July 2016," Children were eligible for enrollment who met the DSM-5 criteria for a primary diagnosis of ADHD, with an ADHD Rating Scale Version IV–Home Version score >/=28 and Clinical Global Impression– Severity scale score >/=4. ","Exclusion criteria included a diagnosis of bipolar or major de- pressive disorder, conduct disorder, obsessive-compulsive disor- der, disruptive mood dysregulation disorder, intellectual disability, any history of psychosis, autism spectrum disorder, and Tourette syndrome; any Central Nervous System Disorder suicidal ideation; and any acute or unstable medical condition and/or clinically sig- nificant laboratory abnormalities.",ADHD,593,"randomized, double-blind",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,217,2025-12-02T16:01:12.254847,C0013030
31155392,neonate / pediatric / infant / newborn,clinical trial / pharmacoepidemiology,,Dopamine,"Department of Pediatrics, Semmelweis University ","Inclusion criteria were (1) gestational age of >/= 36 weeks, (2) provision of whole-body hypothermia treatment,  (3) presence of systemic hypotension (defined as a mean arterial pressure [MAP] less than the gestational age in weeks) despite admin- istration of volume expanders, and (4) written informed parental consent. ","Infants were excluded if they had received (1) single or combined vasopressor_x0001_inotrope therapy before randomization, (2) presented with congenital abnormalities, and (3) had a hematocrit level £35%. ","Primary Outcome: Cardiovascular Response Seconday Outcome: initial serum cortisol levels; duration, cumulative, and maximum dose of inotrope therapy; and diuresis",67,Randomized Double-Blind Study ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,218,2025-12-02T16:01:12.254847,C0013030
30192018,labor / maternal / child / pediatric,pharmacoepidemiology,,Dopamine,"Cincinnati, Ohio","Participants could be male or female, of any race or ethnicity, aged between 7 and 17 years, and with a weight of at least 20 kg. All patients fulfilled the DSM5 criteria for TS and had a minimum score of 30 on the Diagnostic Confi- dence Index for TS9 and a minimum total tic score. "," Currrent treatment with dopaminergic medications including stimulants was excluded. All other medications with possible effects on tic symptoms were also excluded. Any unstable medical illness or significant abnormalities on electrocardiogram (ECG) or screening laboratory tests were excluded. Subjects were also excluded if they had a major psychiatric diagnosis such as bipolar disorder, a depressive episode in the prior 2 years, a history of attempted suicide, or current suicidal ideation as ascertained on the Columbia Suicide Rating Scale (C-SSRS).",Primary outcome measure was the total tic score. Secondary outcomes included obsessive compulsive and attention deficit/ hyperactivity disorder scales. ,40,"randomized, double-blind, placebo-controlled crossover study ",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,226,2025-12-02T16:01:12.254847,C0013030
29112086,child / pediatric,clinical trial / pharmacoepidemiology,,Dopamine,"North Colombo Teaching Hospital, Ragama, Sri Lanka ","
1. Children with an AP-FGIDs according to Rome III criteria (26).
AND
2. Children with abdominal pain at least once per week for at least 2 months prior to
diagnosis
AND
3. Pain severity more than 25% (25 mm) on a 100mm visual analogue scale (VAS)
and pain interrupting activities of the child (e.g. sleep, play, schooling.)
AND
4. Securing informed consent from parents or guardians","1. Clinical or laboratory evidence suggestive of an organic pathology
2. Medical or surgical diseases other than FGIDs
3. Long-term medication for any illness
4. Previous abdominal surgery except for an appendectomy
5. Subjects who has received drugs that can alter gastrointestinal motility and
prolong QT, within 30 days prior to diagnosis.", Primary outcomes defined were cure and patient-reported general improvement. Secondary outcomes were reduction in the severity of abdominal pain and increase in gastric motility. ,100,Randomized double-blind clinical trial,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,233,2025-12-02T16:01:12.254847,C0013030
29661668,pediatric / child,pharmacoepidemiology,,Dopamine,Pediatric Emergency Research Canada,Children aged 8–17 years with acute concussion presenting to 9-Canadian Pediatric EDs were enrolled,"Patients experiencing concussion N48 h prior to enrolment or pa- tients with a Glasgow Coma Scale ≤13 were excluded. Patients were excluded if there was any abnormality on neuroimaging, including CT findings (though CT or neuroimaging were not necessary for inclusion). Any neurosurgical or operative intervention, intensive care unit (ICU) care or intubation was exclusionary as well as multisystem injuries with treatment requiring admission to hospital, or procedures requiring sedation in the ED. Those with chronic neurological delays with resul- tant communication difficulties, evidence of intoxication, and the ab- sence of precipitating trauma were excluded.",Headaches,2095,prospective cohort study ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,237,2025-12-02T16:01:12.254847,C0013030
29936590,neonate / pediatric / infant / newborn,pharmacoepidemiology,,Dopamine,March 2014 to June 2015 in a Level III neonatal inten- sive care unit of a tertiary care Institute,"Enrolled neonates with fluid-refractory septic shock. We defined shock as presence of either or both of criteria A or B:
A) Systolic (SBP) or Diastolic blood pressure (DBP) < fifth centile 
B) Presence of two or more of following: urine output < 0.5 mL/kg/h over preceding 12 h, capillary filling time (CFT) ≥ 4 s, core to peripheral temperature difference > 3 °C (in full-term neonates), standard base excess worse than − 5.0 meq/L and serum lactate > 5 mMol/L. ","Excluded neonates if they had potentially lethal congenital malformations, obvious blood loss, clinical features of dehydration, clinically suspected or echocardiographically proven congenital heart disease, hypotension due to transitional circulation in very low birth weight neonates in first 12 h of life, moderate to severe hypoxic ischaemic encephalopathy, vasopressor drugs started prior to enrolment, or if the investigator (S.S.S.) was unavailable to perform echocardiography.",Our primary outcome variable was ‘reversal of shock’ during first 45 min of vasoactive drug infusion. ,40,Randomized Double-Blind Controlled Trial,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,238,2025-12-02T16:01:12.254847,C0013030
28403961,pregnancy / maternal,clinical trial,,Dopamine,"Tunis, Tunisia",Patients undergoing IVF or intra-cytoplasmic sperm injection (ICSI) and receiving GnRH agonist treatment at our center from 2000 to 2014 were evaluated according to their risk factors of OHSS.,"Coasting cases, women over the age of 40 years, those with a history of uterine surgery, submucosal and intramural fibromas larger than 5 cm were excluded. ","The primary outcome measure was OHSS incidence. The secondary outcome measures were OHSS severity, the late or early onset OHSS, IVF results, pregnancy rates and mis- carriages rates. ",50,prospective randomized study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,240,2025-12-02T16:01:12.254847,C0013030
27915200,infant / pediatric / newborn / premature,pharmacoepidemiology,Trimester 3 - Postpartum,Dopamine,Intensive care nursery at the University of California San Francisco,"Infants were included in the study if they were born between January 2004 and December 2015, delivered at ≤27^+6 weeks’ gestation, and were admitted to the intensive care nursery at the University of California San Francisco within 24 hours of birth.","Infants who died or developed identifiable causes of hypotension (bacteremia, NEC, or spontaneous intestinal perforations) during the first 7 days were excluded from our study population",Hypotension,313,"retrospective, double cohort controlled study",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,245,2025-12-02T16:01:12.254847,C0013030
26352063,neonate  / infant / newborn,pharmacoepidemiology,Postpartum,Dopamine,Neneonatal intensive care unit at Zekai Tahir Burak Maternity Teaching Hospital,Infants with TTN older than 34 weeks of gestation who required at least 24 h of O2 and nasal continuous positive airway pressure (nCPAP) treatment.,"Infants with respiratory distress syndrome , persistent pulmonary hypertension of the newborn, meconium aspiration syndrome , sepsis/ congenital pneumonia were excluded from the study. Infants with major con- genital malformations and hypoxic ischemic encephalopathy were also excluded, along with those requiring immediate pressor or posi- tive inotrope treatment for arterial hypotension.",The primary study outcome was the duration of respiratory sup- port. Secondary outcomes were the durations of oxygen requirement and hospitalization.,60,Prospective Controlled Study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,258,2025-12-02T16:01:12.254847,C0013030
27673385,pediatric / child / infant,clinical trial,,Dopamine,"Akbarabadi Teaching Hospital in Tehran, Iran, from March 2013 to April 2016",All children between 3 months and 12 years in fluid-refractory hypotensive cold septic shock admitted to pediatric emergency or PICU of a tertiary care referral center between July 2013 and December 2014 were eligible for inclusion in the study.,"Children were excluded if they had any of the following: preexisting heart disease or rhythm disturbance, on vasoactive agent infusion at the time of screening, raised intracranial pressure, known immune compromised state, and severe acute malnutrition. ",The primary outcome was resolution of shock within first hour of resuscitation. ,210," Double-blind, pilot, randomized controlled study",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,262,2025-12-02T16:01:12.254847,C0013030
26784116,pediatric / infant / child,pharmacoepidemiology,,Dopamine,New York,Data for recipients aged ≤ 18 transplanted at our institution between 1/1/2000–6/15/2011 and their respective donors were obtained,,primary outcome measure of this study was postoperative right heart failure ,192,retrospective analysis,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,268,2025-12-02T16:01:12.254847,C0013030
26890555,infant / pediatric / child / premature / newborn,pharmacoepidemiology,,Dopamine,St. Louis Children’s Hospital,"Infants who (a) were born < 28 weeks gestation between 2012–14, (b) received dopamine, and (c) had blood pressure measurements from an umbilical arterial catheter",Infants were excluded if they received more than one inotropic agent or postnatal corticosteroids during the study window.,hypotension,2318,retrospective,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,269,2025-12-02T16:01:12.254847,C0013030
27500723,neonate / pediatric / infant / child / newborn / premature,clinical trial,Postpartum,Dopamine,Neonatal ICUs in Norway,"All patients admitted to Norwegian neonatal ICUs 2009–2014 with a postmenstrual age of less than 310 days at admission, corresponding to a postnatal age of less than 28 days for a child born at term ",,Neonatal inotropic treatment was considered the primary outcome,36397,clinical trial ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,270,2025-12-02T16:01:12.254847,C0013030
25973434,pregnancy / maternal / postpartum / labor,clinical trial,Postpartum,Dopamine,South China,Pregnant SLE patients hospitalized in our hospital between July 2003 and October 2013 were recruited,Patients were excluded if they (1) had a SLEDAI score ≥10; (2) had proteinuria >500 mg/24 hours or other major organ system involvements; (3) were receiving >10 mg/day of prednisone (or equivalent) during pregnancy; or (4) had a serum level of complement 3 < 0.5 g/L.,Postpartum Disease Relapse,95,clinical trial ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,273,2025-12-02T16:01:12.254847,C0013030
26323041,labor / maternal / child / pediatric / infant,clinical trial,,Dopamine,"PICU, Hospital Universitário da Universidade de São Paulo, Brazil",Consecutive children who are 1 month to 15 years old and met the clinical criteria for fluid-refractory septic shock.,"Exclusions were receiving vasoactive drug(s) prior to hospital admission, having known cardiac disease, having already participated in the trial during the same hospital stay, refusing to participate, or having do-not-resuscitate orders.","The primary outcome was to compare the effects of dopamine or epinephrine in severe sepsis on 28-day mortality; secondary outcomes were the rate of healthcare-associated infection, the need for other vasoactive drugs, and the multiple organ dysfunction score.
",217,"Double-blind, prospective, randomized controlled trial",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,274,2025-12-02T16:01:12.254847,C0013030
25014320,infant / pediatric / newborn / premature,clinical trial / pharmacoepidemiology,Postpartum,Dopamine,Zekai Tahir Burak Maternity Teaching Hospital NICU,Enrolled newborns according to the following inclusion criteria: (1) birth weight _x0002_1500g; (2) _x0002_32 weeks gestation; (3) admission to the NICU before the day of the screening for congenital hypothyroidism; and (4) absence of certain or presumed thyroid pathologies in the infant and mother.,Exclusion criteria were major congenital malformations and lack of parental consent.,Thyroid Hormone,One hundred and two VLBW infants admitted,Observational Study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,281,2025-12-02T16:01:12.254847,C0013030
25641242,infant / pediatric / newborn / premature,clinical trial / pharmacoepidemiology,Postpartum,Dopamine,Texas Children’s Hospital NICU between May 2011 and May 2013,ELBW infants <24 hours of age and gestational age of ≤30 weeks were eligible with informed parental consent.," Infants with major congenital defects or chromosomal abnormalities, hydrops fetalis, hypovolemia (perinatal history consistent with decreased circulating blood volume plus clinical signs of hypovolemia), or hypotension associated with air leaks, lung overdistention, and metabolic abnormalities were excluded.",The primary outcome measures were percentage of infants in each treatment group who achieved adequate mean BP and the time taken to reach adequate mean BP. ,"Seventy subjects were enrolled; 10 in the vasopressin group, 10 in the dopamine group, and 50 in the comparison group.",Prospective randomized study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,282,2025-12-02T16:01:12.254847,C0013030
24664257,pregnancy / maternal / premature / pediatric / infant / newborn,pharmacoepidemiology,Trimester 1 - Trimester 3,Dopamine,South West France,A cohort of pregnant women  were used to compare exposed and unexposed women. The exposed group included 183 women (0.3 %) who received at least one prescription for one dopamine agonist during pregnancy. These women were individually matched with two unexposed women from the cohort for age and the month- and-year of the start of pregnancy.,"Women receiving a dopamine agonist only approved for lactation suppression and only during the third trimester of pregnancy, were excluded from the analysis.","Pregnancy losses, birth defects, preterm births, low birth weight and psychomotor development were studied.",57408,clinical trial ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,295,2025-12-02T16:01:12.254847,C0013030
23996739,pediatric / child,clinical trial,,Dopamine,Pediatric Gastroenterology Clinic affiliated with Shiraz University of Medical Sciences between July 2011 and July 2012, All consecutive children aged less than 12 years with chronic functional constipation,"The exclusion criteria were anatomical causes of constipa- tion, prior anal surgery, constipation due to another disorder such as hypothyroidism, use of medications that can cause constipation or enhanced GI motility, recent use of antibiotics, and age more than 12 years","Primary outcome was response to treatment, and a response was defined as decrease in signs and symptoms that did not fulfill Rome III criteria.",105 children ,clinical trial ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,303,2025-12-02T16:01:12.254847,C0013030
24484771,neonate / pediatric / infant / premature / child / newborn,pharmacoepidemiology,Postpartum,Dopamine,"Wilhelmina Children’s Hospital Utrecht, Utrecht, The Netherlands","Newborns were included when they developed systemic arterial hypotension that required treatment with dopamine $5 mg/kg/min, in addition to volume expansion.","Exclusion criteria were major congenital malforma- tions, a hemodynamic significant patent ductus arteriosus, and severe anemia.",Neurological Outcomes,549,Prospective,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,309,2025-12-02T16:01:12.254847,C0013030
24622167,neonate / pediatric / child / newborn / infant,pharmacoepidemiology,Postpartum,Dopamine,ICU of a level III university children's hospital.,Children aged less than 12 years with chronic functional constipation who were referred to the Pediatric Gastroenterology Clinic affiliated with Shiraz University of Medical Sciences between July 2011 and July 2012 were evaluated for study entry.,"The exclusion criteria were anatomical causes of constipa- tion, prior anal surgery, constipation due to another disorder such as hypothyroidism, use of medications that can cause constipation or enhanced GI motility, recent use of antibiotics, and age more than 12 years",mean arterial blood pressure and heart rate,134,Prospective observational cohort,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,312,2025-12-02T16:01:12.254847,C0013030
22554679,maternal / lactation / infant / pediatric / newborn / premature / postpartum,clinical trial,Trimester 3 - Postpartum,Dopamine,"Maternal Child Unit of St. Joseph’s Hospital, a teaching hospital in London, Ontario, Canada","The inclusion criteria were: the mother of a singleton or multiples (twins, triplets) born at < 33 weeks gestation, maternal age between 18-45 years, and daily milk volume < 500 mL at postpartum day 14-21.","The exclusion criteria were: a maternal history of breast surgery, breast cancer, chronic debilitating disease or endo- crine disorder; a family history of a clinically recognized arrhythmia; any woman taking an antiarrhythmic drug, a quinolone antibiotic, or a drug metabolized by CYP 3A4 (eg, ketoconazole, macrolide antibiotic); and mothers of infants who developed necrotizing enterocolitis. ","The primary objective was to determine whether milk production is greater in moth- ers of premature newborns who take 20 mg domperidone 3 times daily compared to 10 mg domperidone 3 times daily for 28 days.
Secondary objectives of the study were to determine an optimal length of therapy, to measure domperidone concen- trations in serum and breast milk, to quantitate prolactin response, and to identify any adverse effects in mothers or their preterm infants that may have been related to the use of domperidone.",15,clinical trial ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,322,2025-12-02T16:01:12.254847,C0013030
23167783,labor / maternal,clinical trial,,Dopamine,Huntington Reproductive Medicine Center,Eligible participants were all women under the age of 38 who were subjected to in vitro fertilization and had at least 20 follicles as assessed by trans-vaginal ultra- sound. ,"The exclusion criteria included hyperprolactinemia, the use of dopaminergic agents or other medications for the treatment of hyperprolactinemia or pituitary tumors and systemic diseases, such as arterial hypertension, hypotension, orthostatic hypoten- sion, cardiovascular disease and diabetes mellitus. In addition, women with polycystic ovaries were excluded. ",Vascular Endothelial Growth Factor Levels,47,"prospective, randomized, double- blind, placebo-controlled study",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,324,2025-12-02T16:01:12.254847,C0013030
23608246,pregnancy / maternal,clinical trial,,Dopamine,Taiwan,"The criteria of ‘at risk of developing OHSS’ was defined as the development of 18 or more follicles >11 mm in diameter, and/or serum oestradiol concentrations >4000 pg/ml on the day of HCG injection.","The exclusion criteria were patients with stage III–IV endometriosis, only one ovary or non-obstructive azo- ospermia. ",OHSS,200,prospective randomized controlled study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,325,2025-12-02T16:01:12.254847,C0013030
24353659,pregnancy / maternal / lactation / labor / postpartum,clinical trial,,Dopamine,Sanandaj,"Inclusion criteria were classically defined PCOS criteria including: oligomenorrhea or amenorrhea, clinical or Laboratory findings based on increase in blood level androgen (testosterone) and ultrasound confirmation of PCOS. ","Exclusion criteria were Pregnancy, lactation, side effects of Cabergoline consumption including sickness, vomiting, vision defect, and headache.",The effects of Cabergoline administration on uterine blood flow in women suffering from polycystic ovary syndrome,40,"randomized, controlled, triple-blind trial",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,326,2025-12-02T16:01:12.254847,C0013030
23162092,pregnancy / maternal / lactation / labor / neonate / pediatric / premature / fetal / postpartum,pharmacoepidemiology,Trimester 1 - Postpartum,Dopamine,Italy,Main inclusion criteria were 1) preg- nancy occurring while on treatment with CAB and 2) written informed consent with respect to confidentiality statement of data collection according to the Italian privacy policy.,"Exclusion criteria included 1) pregnancy occurring before or while on treat- ment with DA different from CAB, 2) biochemically documented hypopituitarism or any other illness that could have an impact on pregnancy, 3) suspicion of drug or alcohol abuse, and 4) denial of consent with respect to confidentiality statement of data col- lection according to the Italian privacy policy. ",Hyperprolactinemia,143,observational study ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,329,2025-12-02T16:01:12.254847,C0013030
21946546,child / pediatric,pharmacoepidemiology,,Dopamine, University of Rome La Sapienza,"Inclusion criteria were (i) age between 8 and 40 years, (ii) IOP of <18 mm Hg during repeated tonometric curves, (iii) normal visual field, and (iv) no change of the optic nerve head referable to glaucoma (group 1, n = 163).Normotensive offspring of healthy parents with no documented history or existing glaucoma who had no signs of ophthalmological abnormalities were used as controls (group 2, n = 108). ",,Glaucoma,271,clinical trial ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,337,2025-12-02T16:01:12.254847,C0013030
22782995,neonate / pediatric / infant / newborn / premature,pharmacoepidemiology,Postpartum,Dopamine,"Agilent, Palo Alto, California, USA","Study criteria included all neonates admitted whose gestational age was less than 30 weeks, birth weight less than 1500 grams and arterial access in place. ",Study exclusion criteria included a cyanotic congenital heart lesion or suspected viability less than the 72 h study period.,Hypotension,50,prospective observational study.,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,338,2025-12-02T16:01:12.254847,C0013030
23448938,neonate / pediatric / premature / infant / newborn,pharmacoepidemiology,Trimester 3 - Postpartum,Dopamine, Duke Intensive Care Nursery,all neonates ≤1500 g and ≤32 weeks gestation at birth,Patients were excluded if the patient was on dopamine >5 μg/kg/min,Urine output,65,Retrospective cohort study ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,339,2025-12-02T16:01:12.254847,C0013030
23619374,infant / pediatric / newborn / premature,pharmacoepidemiology,Postpartum,Dopamine,University of Arkansas for Medical Sciences ,"ELBW infants born at the University of Arkansas for Medical Sciences between January 2006 and May 2007 were eligible for this study if they received mechanical ventilation for respiratory distress syndrome, had umbilical arterial and venous catheters placed during newborn stabilization, developed hypotension on the first day of life, and were already involved in a physiological study evaluating cerebral autoregulation capacity. ","Infants with major congenital anomalies, obvious hypovolemia, early-onset sepsis, or air leaks and infants who received fluid boluses, vasopressors, or hydrocortisone (before study procedures) were excluded.",Cerebral Hemodynamics,15,Observational Study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,340,2025-12-02T16:01:12.254847,C0013030
22231013,pregnancy / maternal,clinical trial,,Dopamine,The Institutional Review Board and Ethical Committee of Royan Institute approved this study. ,"Group one consisted of 70 infertile women considered at high risk for severe OHSS, who were randomly assigned to receive 20 gr HA (Human Albumin 20%, biotest Inc, Germany). The solution was i.v. infused over 1 h on the ovum pickup day.Group two consisted of 70 infertile women with ≥20 retrieved oocytes who were randomly selected for oral Cb2 treatment. ","Women over the age of 37 years, those with a history of uterine surgery, submucosal and intramural fibromas larger than 5 cm, were excluded.",Ovarian hyperstimulation syndrome,140,randomized controlled trial study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,345,2025-12-02T16:01:12.254847,C0013030
22336574,infant / pediatric / premature / newborn,clinical trial,,Dopamine,Eunice Kennedy Shriver National Institute of Child Health and Human Development Neonatal Research Network (NRN) centers ,infants 23– 26 weeks gestation who had protocol-defined low BP in the first 24 postnatal hours,"Exclusion criteria included a major birth defect, a decision to withhold or withdraw care, absence of an umbilical arterial catheter (UAC), or recipt of >20 ml/kg of fluid boluses, indomethacin, or ibuprofen prior to enrollment. Informed parental consent was obtained prior to enrollment.",The primary outcome was the successful enrollment of 60 infants within one year with a protocol deviation rate of ≤20%. ,10 infans,prospective pilot,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,352,2025-12-02T16:01:12.254847,C0013030
22375853,child / pediatric,pharmacoepidemiology,,Dopamine,Italy,"Patients diagnosed as having TD and co-morbid ADHD (combined subtype), referred to two different tertiary-care hospitals by other hospitals, community-based child psychiatrists or pediatricians, to assess the need for pharmacotherapy.The inclusion criterion for this study was the fulfillment of the Diagnostic and Statistical Manual of Mental Disorders, 4th edition (DSM-IV) (American Psychiatric Association 1994) criteria for TD and ADHD, including duration, and impairment (CGI–Severity [CGI- S] score 4 or less; C-GAS score 60 or less), based on a structured clinical interview according to DSM-IV criteria, the Schedule for Affective Disorders and Schizophrenia for School-Age Children– Present and Lifetime Version (K-SADS-PL) (Kaufman et al. 1997). Further, all the patients scored 30 or higher at the YGTSS (Leck- man et al. 1989), and 30 or higher at the ADHD-RS-IV.","All patients with mental retardation, pervasive developmental disorders, schizophrenia, or neurological diseases (epilepsy, brain injuries, or cerebral lesions documented by magnetic resonance imaging) were excluded.",Primary outcome measures were YGTSS and ADHD-RS-IV at the baseline and at the end point,28,clinical trial ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,358,2025-12-02T16:01:12.254847,C0013030
22407510,child / pediatric,pharmacoepidemiology,,Dopamine,"The study was approved by a responsible ethics committee/institutional review board, and subjects/ parents provided informed consent/assent.","Major inclusion criteria included: males and females ages 6–17 years, diagnosis of Tourette’s disorder12 con- firmed by administration of the Diagnostic Interview Schedule for Children Version IV13 and Total Tic Score (TTS) ! 22 on the Yale Global Tic Severity Scale (YGTSS),14 and being sufficiently disabled by tics to justify medication treatment. ","Major exclusion criteria included presence of significant comorbid med- ical conditions, any psychotic disorder or any other psychiatric disorder severe enough to require medical treatment (comorbid attention deficit hyperactivity disorder [ADHD] and/or obsessive compulsive disor- der [OCD] were allowed as long as the patient was not on medical treatment), and score was > 15 on the Children’s Yale-Brown Obsessive-Compulsive Scale (CY-BOCS).",Hypersensitivity in Tourette's Sybndrome,63,"multicenter randomized, placebo-controlled, double-blind",,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,359,2025-12-02T16:01:12.254847,C0013030
22441378,neonate / pediatric / infant / premature / newborn,pharmacoepidemiology,,Dopamine,Japan,Very low birth weight infants,,Peripheral Perfusion,29,prospective observational study,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,360,2025-12-02T16:01:12.254847,C0013030
21188439,children,pharmacoepidemiology,,Dopamine,"Seoul, South Korea","Patients were deemed eligible if they had DSM-IV diagnosis of tic disorders, as described in the Korean version of the Kiddie-Schedule for Affective Disorders and Schizophrenia-Present and Lifetime Version (KSADS-PL [25]) and Total Tic scores ≥22 on the Korean version of the yale global tic severity scale (YGTSS [26, 27]), corresponding to at least moderate tic severity. Each patient was subsequently examined by a board-certified child psychiatrist.","Exclusion criteria included current mood disorders, psychotic symptoms, and anxiety disorders, except for obsessive–compulsive disorder, the most common comorbid anxiety disorder in tic patients. ",Total Tic Score,48,open-label study ,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,373,2025-12-02T16:01:12.254847,C0013030
21788756,child / pediatric / infant,clinical trial / pharmacoepidemiology,,Dopamine,Pediatric Emergency Center of Hamad General Hospital,"
Children ages 1 to 14 years presenting to the unit for the treatment of acute simple gastroenteritis with persistent vomiting, who met defined criteria for mild-to-moderate dehydration (23), failed oral rehydration trial in the center, and were admitted to the short-stay unit for intravenous hydration, were eligible for the study.","
Patients were excluded from the study if they had 1 or more of the following characteristics: suspected surgical abdomen, previous abdominal surgery, bile-stained vomitus during the illness before enrollment, history of diagnosed seizure disorder, inborn error of metabolism, renal or hepatic diseases, diagnosis of severe dehydration with or without shock, hypo- or hyperna- tremic dehydration, antiemetic treatment within 48hours before presentation, or a history of hypersensitivity to 1 of the study medications.",The primary efficacy outcome was the proportion of patients with cessation of vomiting shortly after completion of the study medication infusion in each group. ,167,double-blind trial,,part 1- BPCA.xlsx,Jiezel's Curations/BPCA,Information,Study_info,376,2025-12-02T16:01:12.254847,C0013030
