PMID,PMCID,Clinical trial ID,DOI,URL,Population,Study type,Drug name,Species,Note,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
9485967,,,10.1111/j.1365-2044.1997.238-az0373.x,,Maternal/Labor,PK,Bupivacaine/Fentanyl,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,128,2025-12-02T15:56:26.773920,C0006400|C0015846
9585276,,,10.1097/00000539-199805000-00008,,Infant,PK,Morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,129,2025-12-02T15:56:26.773920,C0026549
9637638,,,,,Maternal/Labor/Delivery/Neonate,PK,Remifentanil,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,130,2025-12-02T15:56:26.773920,C0246631
9662490,,,,,Maternal/Labor/Fetal,PK,morphine/oxytocin,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,131,2025-12-02T15:56:26.773920,C0026549|C1704206
9667297,,,,,Maternal/Labor/Delivery/Neonate,PK/PD,Bupivacaine/Fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,132,2025-12-02T15:56:26.773920,C0006400|C0015846
9756318,,,,,Maternal/Fetal/Pregnancy,PK,Fentanyl,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,133,2025-12-02T15:56:26.773920,C0015846
10064669,,,,,Pediatric/Children,PK/PD,fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,134,2025-12-02T15:56:26.773920,C0015846
10512263,,,,,Pediatric/Children,PK,remifentanil,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,135,2025-12-02T15:56:26.773920,C0246631
10518075,,,,,Pediatric/Preterm,PK,morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,136,2025-12-02T15:56:26.773920,C0026549
10562792,,,,,Maternal/Fetal/Pregnancy,PK,Fentanyl,Human,Concentration-time figure available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,137,2025-12-02T15:56:26.773920,C0015846
10597891,,,,,Maternal/Labor/Delivery/Fetal,PK/ex-vivo/placenta,Morphine/naloxone,Human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,138,2025-12-02T15:56:26.773920,C0026549|C0027358
10604817,,,,,Maternal/Pregnancy/Infant/trimester 2,PK/case report,morphine/codeine,human,"death from heroin, main drug",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,139,2025-12-02T15:56:26.773920,C0026549|C0009214
10631963,,,,,Maternal/Pregnancy/Adult,PK,Methadone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,140,2025-12-02T15:56:26.773920,C0202418
10793594,,,,,Pediatric/Children,PK,Tramadol,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,141,2025-12-02T15:56:26.773920,C0040610
10839874,,,,,Pediatric/Newborn Infant,PK,fentanyl,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,142,2025-12-02T15:56:26.773920,C0015846
10942481,,,,,Maternal/Fetal/Pregnancy,PK/PD,morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,143,2025-12-02T15:56:26.773920,C0026549
10962165,,,,,Pediatric/Preterm,PK/PD,morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,144,2025-12-02T15:56:26.773920,C0026549
10976547,,,,,Pediatric/Newborn Infant,PK,morphine,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,145,2025-12-02T15:56:26.773920,C0026549
11064622,,,,,Pediatric/Children,CT/PK,fentanyl/sufentanil,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,146,2025-12-02T15:56:26.773920,C0015846|C0143993
11098103,,,10.1016/S0304-3959(00)00313-4,,Infant,"PK, CT",morphine,Human,plot of Morphine clearance (ml min21 kg21 ) vs. age (days) in infants receiving morphine,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,147,2025-12-02T15:56:26.773920,C0026549
11121932,,,,,Pediatric/Infant/Children,PK/PD,fentanyl,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,148,2025-12-02T15:56:26.773920,C0015846
11153342,,,,,Maternal/Postpartum/Lactation/Neonate,PK,Methadone,Human,no adverse outcomes in neonates in this study,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,149,2025-12-02T15:56:26.773920,C0202418
11153344,,,,,Maternal/Lactation/Infant,PK/PD case-report,morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,150,2025-12-02T15:56:26.773920,C0026549
11726413,,,,,Pediatric/Infant/Children/Adolescents,PK,remifentanil,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,151,2025-12-02T15:56:26.773920,C0246631
11736879,,,,,Maternal/Lactation/Infant,PK,methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,152,2025-12-02T15:56:26.773920,C0202418
11752093,,,,,Maternal/Labor/Delivery/Fetal,PK/ex-vivo,sufentanil/buprenorphine,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,153,2025-12-02T15:56:26.773920,C0143993|C0006405
11772825,,,,,Maternal/Pregnancy/Lactation,PK,Morphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,154,2025-12-02T15:56:26.773920,C0026549
12535033,,,,,Pediatric/Infant,PK/PD,morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,155,2025-12-02T15:56:26.773920,C0026549
12587803,,,,,Maternal/Lactation,PK,hydromorphone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,156,2025-12-02T15:56:26.773920,C0012306
12676878,,,,,Maternal/Labor/Delivery/Fetal,PK/placenta,L-α-Acetylmethadol/L-α-Acetyl-N-normethadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,157,2025-12-02T15:56:26.773920,CUI_NOT_FOUND|CUI_NOT_FOUND
12779111,,,,,Pediatric/Children,PK,Tramadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,158,2025-12-02T15:56:26.773920,C0040610
12873948,,,,,Maternal/Postpartum,CT/PK,Tramadol/diclofenac,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,159,2025-12-02T15:56:26.773920,C0040610|C0012091
12897995,,,10.1007/s00134-003-1899-4,,Neonate,"PK, CT",morphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,160,2025-12-02T15:56:26.773920,C0026549
15001964,,,,,Pediatric/Children,CT/PK/PD,Morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,161,2025-12-02T15:56:26.773920,C0026549
15217304,,,,,Pediatric/Infant/Children,PK,Oxycodone,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,162,2025-12-02T15:56:26.773920,C0030049
15321955,,,,,Maternal/Pediatric/Infant,PK/PD,methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,163,2025-12-02T15:56:26.773920,C0202418
15448532,,,,,Maternal/Labor,PD,Sufentanil,human ,analgesia duration graphs available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,164,2025-12-02T15:56:26.773920,C0143993
15502029,,,,,Pediatric/Children,PK,Fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,165,2025-12-02T15:56:26.773920,C0015846
15568714,,,,,Pediatric/Infant,PK case-report,oxycodone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,166,2025-12-02T15:56:26.773920,C0030049
15588727,,,,,Maternal/Labor/Delivery/Fetal,PK/placenta/transporter,methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,167,2025-12-02T15:56:26.773920,C0202418
15662507,,,,,Pediatric/Neonates,PK case-report,tramadol,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,168,2025-12-02T15:56:26.773920,C0040610
15876424,,,,,Maternal/Labor/Delivery/Fetal,PK/placenta/transporter,Verapamil/Morphine/Methadone/levo-α-acetylmethadol/buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,169,2025-12-02T15:56:26.773920,C0042523|C0026549|C0202418|C3536876|C0006405
15960639,,,,,Pediatric/Infant,PK,Oxycodone,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,170,2025-12-02T15:56:26.773920,C0030049
16007420,,,,,Maternal/labor/delivery/Neonate,PK,tramadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,171,2025-12-02T15:56:26.773920,C0040610
16021436,,,,,Maternal/Labor/Delivery/Neonate,PK,Fentanyl,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,172,2025-12-02T15:56:26.773920,C0015846
16130057,,,,,Pediatric/Infant,PK/PD,Fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,173,2025-12-02T15:56:26.773920,C0015846
16261362,,,,,Maternal/Pregnancy/Postpartum/Neonate,PK/PD,methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,174,2025-12-02T15:56:26.773920,C0202418
16283273,,,,,Pediatric/Infant,PK,Tramadol,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,175,2025-12-02T15:56:26.773920,C0040610
16394684,,,,,Maternal/Labor/Delivery/Neonate,CT/PK,Remifentanil,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,176,2025-12-02T15:56:26.773920,C0246631
16433900,,,,,Pediatric/Neonates,PK,Tramadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,177,2025-12-02T15:56:26.773920,C0040610
16496200,,,,,Pediatric/Newborn/Infant/Children,PK,Piritramide,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,178,2025-12-02T15:56:26.773920,C0031982
16799915,,,,,Maternal/Labor/Delivery/Fetal,PK/placenta/metabolizing enzyme,Methadone,Human,"Figures involve saturation curves, effect of chemical inhibitors on methadone metabolism in the placenta,/effect of antibodies on the CYP enzymes influencing methadone metabolism",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,179,2025-12-02T15:56:26.773920,C0202418
16802855,,,,,Pediatric/Infant/Children,PK,Oxycodone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,180,2025-12-02T15:56:26.773920,C0030049
16949720,,,,,Maternal/Pregnancy,PK/PD,diamorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,181,2025-12-02T15:56:26.773920,C0011892
17478871,,,,,Maternal/Lactation/Neonate,PK,Methadone,Human,Concentration-time figure available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,182,2025-12-02T15:56:26.773920,C0202418
17550483,,,,,Maternal/Lactation/Neonate,PK,oxycodone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,183,2025-12-02T15:56:26.773920,C0030049
17564645,,,,,Children,PK,sevoflurane/fentanyl,Human,Fentanyl is the comparison group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,184,2025-12-02T15:56:26.773920,C0074414|C0015846
17661614,,,,,Maternal/Lactation,PK case-report,hydrocodone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,185,2025-12-02T15:56:26.773920,C0020264
17913403,,,,,Pediatric/Neonates,PK,Tramadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,186,2025-12-02T15:56:26.773920,C0040610
17921260,,,,,Maternal/Pregnancy/Postpartum/Neonate,PK,Buprenorphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,187,2025-12-02T15:56:26.773920,C0006405
17934758,,,,,Pediatric/Newborn/Infant/Children,PK/PD,Piritramide,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,188,2025-12-02T15:56:26.773920,C0031982
18032310,,,,,Neonates/Children/Adults,PK/protein-binding/in-vitro,Morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,189,2025-12-02T15:56:26.773920,C0026549
18043481,,,,,Maternal/Lactation/Infant,PK,ketoprofen/nalbuphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,190,2025-12-02T15:56:26.773920,C0022635|C0027348
18166326,,,,,Pediatric/Delivery/Fetal/Preterm/term,PK,methadone,human,"Concentration-time curve available, P-gp expression by gestional age bar chart",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,191,2025-12-02T15:56:26.773920,C0202418
18166563,,,,,Maternal/Postpartum/Neonate,PK,Methadone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,192,2025-12-02T15:56:26.773920,C0202418
18294329,,,,,Maternal/Postpartum/Lactation/Neonate,PK/PD,Tramadol,Human,Concentration-time figure available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,193,2025-12-02T15:56:26.773920,C0040610
18317231,,,10.1203/PDR.0b013e31816ff712,,Neonate/Infant,PK,tramadol,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,194,2025-12-02T15:56:26.773920,C0040610
18333767,,,,,Maternal/Lactation/Infant,PK,methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,195,2025-12-02T15:56:26.773920,C0202418
18381513,,,,,Pediatric/Neonates,PK/PD,Morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,196,2025-12-02T15:56:26.773920,C0026549
18454213,,,,,Maternal/Lactation/Neonate,PK/PD,Fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,197,2025-12-02T15:56:26.773920,C0015846
18474065,,,,,Maternal/Labor/Delivery/Infant,PK/PD,buprenorphine,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,198,2025-12-02T15:56:26.773920,C0006405
18701886,,,,,Maternal/Pregnancy/Neonate,PK/PD,buprenorphine/Morphine/Opiates,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,199,2025-12-02T15:56:26.773920,C0006405|C0026549|C0376196
18806024,,,,,Pediatric/Children,CT/PK,Remifentanil/Sevoflurane,human,BP/heart rate monitoring by drug group figures,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,200,2025-12-02T15:56:26.773920,C0246631|C0074414
19136395,,,,,Maternal/Lactation/Neonate,PK,Buprenorphine,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,201,2025-12-02T15:56:26.773920,C0006405
19260034,,,,,Pediatric/Children,PK/PD,Morphine,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,202,2025-12-02T15:56:26.773920,C0026549
19286842,,,,,Maternal/Pregnancy/Lactation/Neonate,PK case-report,Fentanyl,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,203,2025-12-02T15:56:26.773920,C0015846
19325013,,,,,Maternal/Pregnancy/Postpartum,PK,buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,204,2025-12-02T15:56:26.773920,C0006405
19330322,,,,,Maternal/Labor/Delivery/Fetal,PK,Fentanyl,Human,Individual level data in figure,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,205,2025-12-02T15:56:26.773920,C0015846
19519880,,,,,Maternal/Labor/Delivery/Fetal,PK/placenta/transporter,methadone/cocaine/heroin,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,206,2025-12-02T15:56:26.773920,C0202418|C0202362|C0011892
19544152,,,,,Maternal/Labor/Delivery/Fetal,PK/ex-vivo/protein-binding,buprenorphine,human,BUP/AP ratio to time figures available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,207,2025-12-02T15:56:26.773920,C0006405
19761699,,,,,Children/Adults,PK,fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,208,2025-12-02T15:56:26.773920,C0015846
19793724,,,,,Pediatric/Children,PK,Diamorphine,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,209,2025-12-02T15:56:26.773920,C0011892
19839946,,,,,Pediatric/Infant/Children,PK,ketobemidone,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,210,2025-12-02T15:56:26.773920,C0064311
19996953,,,,,Maternal//Labor/delivery,PK,fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,211,2025-12-02T15:56:26.773920,C0015846
20216119,,,,,Maternal/Delivery/Neonate,PK/PD,buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,212,2025-12-02T15:56:26.773920,C0006405
20592651,,,,,Maternal/Pregnancy,PK/sweat,methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,213,2025-12-02T15:56:26.773920,C0202418
20607647,,,,,Maternal/Pregnancy/Delivery,PK/metabolizing enzyme,Buprenorphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,214,2025-12-02T15:56:26.773920,C0006405
20837591,,,,,Children,PK/PG case report,hydrocodone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,215,2025-12-02T15:56:26.773920,C0020264
20854338,,,,,Infant,PK/PD,Methadone/Morphine/Codeine/Hydromorphone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,216,2025-12-02T15:56:26.773920,C0202418|C0026549|C0009214|C0012306
21175445,,,,,Maternal/Delivery/Fetal,PK,Methadone/Buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,217,2025-12-02T15:56:26.773920,C0202418|C0006405
21245372,,,,,Maternal/Pregnancy/Postpartum/Neonate,PK/PD,Methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,218,2025-12-02T15:56:26.773920,C0202418
21258236,,,,,Preterm/term,"PK, in-vitro",remifentanil,Human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,219,2025-12-02T15:56:26.773920,C0246631
21343764,,,,,Maternal/Postpartum/Neonate,PK,Hydrocodone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,220,2025-12-02T15:56:26.773920,C0020264
21348770,,,,,Maternal/Postpartum/Lactation/Neonate,PK,Methadone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,221,2025-12-02T15:56:26.773920,C0202418
21398109,,,,,Maternal/Postpartum/Lactation/Neonate,PK,meperidine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,222,2025-12-02T15:56:26.773920,C0025376
21642610,,,,,Maternal/Labor/Delivery,PK,Morphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,223,2025-12-02T15:56:26.773920,C0026549
21743375,,,,,Maternal/Pregnancy/Postpartum/Neonate,PK,Methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,224,2025-12-02T15:56:26.773920,C0202418
21819795,,,,,Maternal/Pregnancy/Neonate,PK,Buprenorphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,225,2025-12-02T15:56:26.773920,C0006405
21860340,,,,,Maternal/Pregnancy/Postpartum,PK,Buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,226,2025-12-02T15:56:26.773920,C0006405
22011128,,,,,Maternal/neonate/lactation/postpartum,PKPD,Buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,227,2025-12-02T15:56:26.773920,C0006405
22025493,,,,,Maternal/Delivery/Neonate,PK,Fentanyl,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,228,2025-12-02T15:56:26.773920,C0015846
22037641,,,10.1097/ALN.0b013e318238fec5,,Adolescent,PK,methadone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,229,2025-12-02T15:56:26.773920,C0202418
22428721,,,10.1111/j.1479-828X.2012.01424.x,,Maternal/Neonate,PK,Buprenorphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,230,2025-12-02T15:56:26.773920,C0006405
22448718,,,,,Maternal/Labor/Delivery/Neonate,PK,Oxycodone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,231,2025-12-02T15:56:26.773920,C0030049
22486937,,,10.1111/j.1460-9592.2012.03844.x,,Children,"PK, PD",morphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,232,2025-12-02T15:56:26.773920,C0026549
22492761,,,,,Pediatric/Toddler,PK/PD case-reports,codeine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,233,2025-12-02T15:56:26.773920,C0009214
22898875,,,10.1007/s13181-012-0249-8,,Neonate,"PK, case report",Methadone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,234,2025-12-02T15:56:26.773920,C0202418
22926004,,,10.1007/s00213-012-2833-7,,Maternal/Pregnancy,PK,Methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,235,2025-12-02T15:56:26.773920,C0202418
23129079,,,,,Pediatric/Toddler,PK case-report,buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,236,2025-12-02T15:56:26.773920,C0006405
23703421,,,,,Maternal/Delivery,PK,Hydrocodone/Oxymorphone/Oxycodone/Morphine/Codeine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,237,2025-12-02T15:56:26.773920,C0020264|C0030073|C0030049|C0026549|C0009214
23709324,,,,,Pediatric,PK/PD case-reports,codeine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,238,2025-12-02T15:56:26.773920,C0009214
24269714,,,10.1016/j.cca.2013.11.015,,Maternal/labor/delivery,PK,Hydrocodone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,239,2025-12-02T15:56:26.773920,C0020264
24749886,,,10.1111/anae.12624,,Pediatric,PK,morphine  ,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,240,2025-12-02T15:56:26.773920,C0026549
24824135,,,,,Infant,PK,sufentanil,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,241,2025-12-02T15:56:26.773920,C0143993
25080430,,,10.1093/bja/aeu258,,Neonate,PK,buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,242,2025-12-02T15:56:26.773920,C0006405
25196888,,,,,Children/Adults,PK,Hydrocodone/acetaminophen,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,243,2025-12-02T15:56:26.773920,C0020264|C2917659
25340733,,,,,Neonate,PK/PG,Morphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,244,2025-12-02T15:56:26.773920,C0026549
25904383,,,,,Infant/Children,PK,fentanyl,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,245,2025-12-02T15:56:26.773920,C0015846
26385675,,,,,Maternal//Labor/delivery,PK,Fentanyl,Human,Correspondence/Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,246,2025-12-02T15:56:26.773920,C0015846
26701799,,,,,Maternal//Labor/delivery/Neonate,PK case-report,Fentanyl,Human,Correspondence,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,247,2025-12-02T15:56:26.773920,C0015846
27082504,,,,,Infant,PG/PK,Tramadol,human,metabolic ratio-genotype figures available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,248,2025-12-02T15:56:26.773920,C0040610
27083254,,,,,Maternal/Pregnancy,PK/method development/validation,buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,249,2025-12-02T15:56:26.773920,C0006405
27138295,,,10.1002/cpdd.266,,Pediatric,PK,Tramadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,250,2025-12-02T15:56:26.773920,C0040610
27140798,,,,,Children/Adolescent/Adults,PK,Tramadol,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,251,2025-12-02T15:56:26.773920,C0040610
27563013,,,10.1177/0890334416663198,,Maternal/Pregnancy/Neonate,PK,buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,252,2025-12-02T15:56:26.773920,C0006405
27572136,,,,,Children/Adults,PK/PD,methadone,human,Concentration-time curve available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,253,2025-12-02T15:56:26.773920,C0202418
27687214,,,,,Maternal/Pregnancy/Postpartum,PK,Buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,254,2025-12-02T15:56:26.773920,C0006405
27775447,,,,,Pediatric,PK/PD,hydromorphone,human,case report with postmortem drug levels,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,255,2025-12-02T15:56:26.773920,C0012306
28238111,,NCT01955993,10.1007/s40272-017-0216-6,,Pediatric,PK,fentanyl ,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,256,2025-12-02T15:56:26.773920,C0015846
