PMID,Drug/metabilite name,Characteristics,Value,Unit,Summary Statistics,variation type,variation value,Interval type,Interval low,Interval high,Frequency,Route,Schedule,Subjects n,Population,Pregnancy Stage ,Gestational Age,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
27140798,,dose for 40-60 kg,75,,,,,,,,,oral,,81.0,adolescent/adults,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,901,2025-12-02T15:56:54.560214
27140798,,dose for >60 kg,100,,,,,,,,,oral,,86.0,adults,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,902,2025-12-02T15:56:54.560214
27563013,buprenorphine,dose,,mg,,,,range,2.0,22.0,1,oral,daily,10.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,903,2025-12-02T15:56:54.560214
27572136,methadone,initial dose,0.1,mg/kg,mean,,,,,,bolus,intravenous,,12.0,adults,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,904,2025-12-02T15:56:54.560214
27572136,,dose escalation,0.125,mg/kg,,,,,,,,,,1.0,adults,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,905,2025-12-02T15:56:54.560214
27572136,,initial dose,0.1,mg/kg,,,,,,,infusion,intravenous,,12.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,906,2025-12-02T15:56:54.560214
27572136,,dose escalation,0.125,mg/kg,,,,,,,,,,3.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,907,2025-12-02T15:56:54.560214
27687214,Buprenorphine,dose,8,mg,,SD,3.1,range,2.0,12.0,,sublingual,bd,7.0,Maternal,Trimester 2,,0.0276,p for comparison of pregnancy vspostpartum,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,908,2025-12-02T15:56:54.560214
27687214,Buprenorphine,dose,10,,,,3.7,,2.0,16.0,,,,11.0,,Trimester 3,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,909,2025-12-02T15:56:54.560214
27687214,Buprenorphine,dose,8,,,,0.0,,,,,,,10.0,,Postpartum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,910,2025-12-02T15:56:54.560214
28238111,fentanyl ,total dose,138,ug,mean,SD,49.0,,,,,bolus dose,during bariatric surgery,6.0,pediatric ,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,911,2025-12-02T15:56:54.560214
28238111,,total dose,1,ug/kg,mean,SD,0.4,,,,,bolus dose,during bariatric surgery,6.0,pediatric ,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,912,2025-12-02T15:56:54.560214
28244808,oxycodone,dose,0.1,mg/kg,,,,,,,1,oral,single dose,5.0,pediatric ,,ages 2–6 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,913,2025-12-02T15:56:54.560214
28244808,,dose,0.08,mg/kg,,,,,,,1,oral,single dose,8.0,pediatric ,,ages 7–12 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,914,2025-12-02T15:56:54.560214
28244808,,dose,0.7,mg/kg,,,,,,,1,oral,single dose,17.0,pediatric ,,ages 13 –17 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,915,2025-12-02T15:56:54.560214
28320034,methadone,dose,55,mg,median,,,range,2.0,100.0,,,at delivery,21.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,916,2025-12-02T15:56:54.560214
28320034,,dose,65,mg,median,,,range,30.0,100.0,,,at delivery,22.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,917,2025-12-02T15:56:54.560214
28320034,,dose,54,mg,median,,,range,2.0,100.0,,,at delivery,23.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,918,2025-12-02T15:56:54.560214
28669739,Buprenorphine,BID dose,8,mg,mean,SD,3.1,range,2.0,12.0,,,,7.0,pregnant,2nd trimester,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,919,2025-12-02T15:56:54.560214
28669739,,BID dose,10,mg,mean,SD,3.7,range,2.0,16.0,,,,11.0,pregnant,3rd trimester,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,920,2025-12-02T15:56:54.560214
28669739,,BID dose,8,mg,mean,SD,0.0,,,,,,,10.0,pregnant,postpartum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,921,2025-12-02T15:56:54.560214
28805611,propofol,,1,mg/kg,,,,,,,,bolus dose,,40.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,922,2025-12-02T15:56:54.560214
28805611,remifentanil,,1,ug/kg,,,,,,,,bolus dose,,40.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,923,2025-12-02T15:56:54.560214
28805611,propofol,,3,mg/kg,,,,,,,,continuous infusion,Immediately after bolus administration,40.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,924,2025-12-02T15:56:54.560214
28805611,remifentanil,,7,ug/kg,,,,,,,,continuous infusion,Immediately after bolus administration,40.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,925,2025-12-02T15:56:54.560214
29389842,dihydrocodeine,,,,,,,,,,,oral,,,pediatric ,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,926,2025-12-02T15:56:54.560214
29521669,Methadone,dose,154,mg/day,mean,,,range,35.0,355.0,,oral,,23.0,Maternal,Pregnancy,,,"Most patients were on 3 to 4 times a day dosing at the time of delivery, although the regimen varied between 2/6 times daily",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,927,2025-12-02T15:56:54.560214
29521669,Methadone,dose,205,mg/day,mean,,,range,95.0,340.0,,oral,,23.0,Maternal,Postpartum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,928,2025-12-02T15:56:54.560214
29943508,Fentanyl ,dose,2,ug/mL,,,,,,,,ESI,During Childbirth,39.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,929,2025-12-02T15:56:54.560214
29943508,Adrenalin ,dose,2,ug/mL,,,,,,,,ESI,During Childbirth,19.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,930,2025-12-02T15:56:54.560214
30870164,remifentanil,infusion rate,0.05,ug/kg/min,,,,,,,,IV,infusion was started/maintained for 15min at a continuous rate ,5.0,child,,,,Non-OSA,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,931,2025-12-02T15:56:54.560214
30870164,remifentanil,infusion rate,0.1,ug/kg/min,,,,,,,,IV,infusion was started/maintained for 15min at a continuous rate ,5.0,child,,,,Non-OSA,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,932,2025-12-02T15:56:54.560214
30870164,remifentanil,infusion rate,0.15,ug/kg/min,,,,,,,,IV,infusion was started/maintained for 15min at a continuous rate ,5.0,child,,,,Non-OSA,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,933,2025-12-02T15:56:54.560214
30870164,remifentanil,infusion rate,0.05,ug/kg/min,,,,,,,,IV,infusion was started/maintained for 15min at a continuous rate ,5.0,child,,,,OSA,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,934,2025-12-02T15:56:54.560214
30870164,remifentanil,infusion rate,0.1,ug/kg/min,,,,,,,,IV,infusion was started/maintained for 15min at a continuous rate ,5.0,child,,,,OSA,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,935,2025-12-02T15:56:54.560214
30870164,remifentanil,infusion rate,0.15,ug/kg/min,,,,,,,,IV,infusion was started/maintained for 15min at a continuous rate ,5.0,child,,,,OSA,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,936,2025-12-02T15:56:54.560214
30870164,,,,,,,,,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,937,2025-12-02T15:56:54.560214
31213888,tapentadol,,1,mg/kg,,,,,,,1,oral,single dose,66.0,pediatric ,,2-<18 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,938,2025-12-02T15:56:54.560214
31303784,tapentadol ,,1,mg/kg,,,,,,,1,oral,single dose,44.0,pediatric ,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,939,2025-12-02T15:56:54.560214
31688081,morphine,dose,0.05,mg/kg,mean,SD,0.001,,,,once,intravenous,,18.0,children,,,0.003,control group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,940,2025-12-02T15:56:54.560214
31688081,morphine,dose,0.05,mg/kg,mean,SD,0.001,,,,once,intravenous,,9.0,,,,,OSAS group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,941,2025-12-02T15:56:54.560214
31688081,morphine,dose,0.04,mg/kg,mean,SD,0.005,,,,once,intravenous,,13.0,,,,,Obese/OSAS group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,942,2025-12-02T15:56:54.560214
31688081,,anesthesia duration,426.4,minutes,mean,SD,253.0,,,,,,,,,,,0.001,"control group. Patients in the control group underwent short procedures including ENT procedures (mean anesthesia duration 73.1 minutes, SD = 36.1), as well as long procedures including bladder extrophy repair (mean anesthesia duration = 458.6 minutes, SD = 259.9). ",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,943,2025-12-02T15:56:54.560214
31688081,,anesthesia duration,59.4,minutes,mean,SD,9.3,,,,,,,18.0,children,,,,OSAS group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,944,2025-12-02T15:56:54.560214
31688081,,anesthesia duration,80.5,minutes,mean,SD,44.4,,,,,,,9.0,,,,,Obese/OSAS group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,945,2025-12-02T15:56:54.560214
31688081,,,,,,,,,,,,,,13.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,946,2025-12-02T15:56:54.560214
31929398,Buprenorphine,dose,,mg,,,,range,2.0,16.0,,oral,b.d,31.0,Maternal,Pregnancy/Postpartum,,,study 1,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,947,2025-12-02T15:56:54.560214
32044215,fentanyl ,total dose,750,ug,median,,,range,250.0,1200.0,,intranasal,,13.0,pregnant,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,948,2025-12-02T15:56:54.560214
32044215,,total dose,250,ug,median,,,range,200.0,400.0,,SC,,17.0,pregnant,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,949,2025-12-02T15:56:54.560214
32052397,Methadone,dose,112,mg,median,,,range,60.0,180.0,,,,20.0,pregnant,post-partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,950,2025-12-02T15:56:54.560214
32363420,hydromorphone,dose,1.5,mg,,,,,,,once,epidural,,1.0,Maternal,Labor,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,951,2025-12-02T15:56:54.560214
32363420,,dose,0.75,,,,,,,,once,epidural,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,952,2025-12-02T15:56:54.560214
32363420,,dose,0.5,,,,,,,,once,epidural,,4.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,953,2025-12-02T15:56:54.560214
32363420,,dose-delivery interval,385,min,,,,range,229.0,552.0,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,954,2025-12-02T15:56:54.560214
32363420,Levobupivacaine,dose,1.25,mg/ml,,,,,,,prn,,,7.0,,,,,rescue medication,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,955,2025-12-02T15:56:54.560214
32363420,,first dose request after hydromorphone,163,min,,,,,19.0,303.0,,,,7.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,956,2025-12-02T15:56:54.560214
32591773,fentanyl ,,,μg/kg/h ,,,,,,,,IV,,2.0,neonate,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,957,2025-12-02T15:56:54.560214
32591773,midazolam,,,m/h,,,,,,,,IV,,1.0,neonate,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,958,2025-12-02T15:56:54.560214
33481403,medthadone,dose,0.18,mg/kg/day,median,,,range,0.17,0.19,,oral,q12h,38.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,959,2025-12-02T15:56:54.560214
33481403,oxycodone,dose,0.23,mg/kg/day,,,,,0.19,0.26,,oral,q6h,38.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,960,2025-12-02T15:56:54.560214
33481403,hydromorphone,dose,0.014,mg/kg/day,,,,,0.011,0.02,prn,intravenous,q3h,38.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,961,2025-12-02T15:56:54.560214
33481403,morphine,equivalent dose 0-72 hours,120.2,mg,,,,,98.5,131.8,,,,38.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,962,2025-12-02T15:56:54.560214
33481403,morphine,average equivalent dose,0.66,mg/kg/day,,,,,0.59,0.74,,,,38.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,963,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.75,mg/kg,,,,,,,1,oral, single dose post-operatively,8.0,pediatric patients ,aged 6 months to <2 years,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,964,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.6,mg/kg,,,,,,,1,oral, single dose post-operatively,6.0,pediatric patients ,aged 1 month to <2 years,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,965,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.5,mg/kg,,,,,,,1,oral, single dose post-operatively,5.0,pediatric patients ,Birth to <1 m,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,966,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.4,mg/kg,,,,,,,1,IV, single dose post-operatively,38.0,pediatric patients ,aged 6 months to <2 years,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,967,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.4,mg/kg,,,,,,,1,IV, single dose post-operatively,38.0,pediatric patients ,aged 1 month to <2 years,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,968,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.4,mg/kg,,,,,,,1,IV, single dose post-operatively,39.0,pediatric patients ,Birth to <1 m,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,969,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.3,mg/kg,,,,,,,1,IV, single dose post-operatively,40.0,pediatric patients ,Preterm Neonates,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,970,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,1.25,mg/kg,,,,,,,4,oral,every 4 hours for up to 72 hours,11.0,pediatric patients ,aged 6 months to <2 years,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,971,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.5,mg/kg,,,,,,,4,oral,every 4 hours for up to 72 hours,12.0,pediatric patients ,aged 30 days to <6 months,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,972,2025-12-02T15:56:54.560214
33542653,Tapentadol ,dose,0.1,mg/kg,,,,,,,4,oral,every 4 hours for up to 72 hours,13.0,pediatric patients ,Birth to <1 m,post-partum,,"All were on daily methadone for at least a month prior to delivery,/most for longer. The meth- adone dose was not changed for at least 2 weeks prior to sample collection. ",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,973,2025-12-02T15:56:54.560214
33864131,Buprenorphine,dose,13,mg/d,mean,,,,,,daily,,daily,11.0,pregnant,the first trimester,,,women required an increase in their BUP daily dose across the perinatal period,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,974,2025-12-02T15:56:54.560214
33864131,,dose,12.2,mg/d,mean,,,,,,daily,,daily,11.0,pregnant,the secondt trimester,,,women required an increase in their BUP daily dose across the perinatal period,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,975,2025-12-02T15:56:54.560214
33864131,,dose,15.8,mg/d,mean,,,,,,daily,,daily,11.0,pregnant,the third trimester,,,women required an increase in their BUP daily dose across the perinatal period,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,976,2025-12-02T15:56:54.560214
33864131,,dose,18.9,mg/d,mean,,,,,,daily,,daily,11.0,pregnant,postpartum,,,women required an increase in their BUP daily dose across the perinatal period,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,977,2025-12-02T15:56:54.560214
33864131,,dose,16,mg/d,median,,,IQR,16.0,,daily,,daily,18.0,pregnant,,,,other participants,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,978,2025-12-02T15:56:54.560214
34784012,fentanyl,initial dose,0.5,mg,mean,,,,,,,patch,,1.0,pediatric,,2-5 years,,"number of patients in initial, last/maximum dose groups at a specific fentanyl patch dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,979,2025-12-02T15:56:54.560214
34784012,,last dose,,,,,,,,,,,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,980,2025-12-02T15:56:54.560214
34784012,,maximum dose,,,,,,,,,,,,1.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,981,2025-12-02T15:56:54.560214
34784012,,initial dose,1,mg,mean,,,,,,,patch,,1.0,pediatric,,2-5 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,982,2025-12-02T15:56:54.560214
34784012,,last dose,,,,,,,,,,,,0.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,983,2025-12-02T15:56:54.560214
34784012,,maximum dose,,,,,,,,,,,,1.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,984,2025-12-02T15:56:54.560214
34784012,,initial dose,2,mg,mean,,,,,,,patch,,2.0,pediatric,,2-5 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,985,2025-12-02T15:56:54.560214
34784012,,last dose,,,,,,,,,,,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,986,2025-12-02T15:56:54.560214
34784012,,maximum dose,,,,,,,,,,,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,987,2025-12-02T15:56:54.560214
34784012,,initial dose,0.5,mg,mean,,,,,,,patch,,3.0,adolescent,,6-19 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,988,2025-12-02T15:56:54.560214
34784012,,last dose,,,,,,,,,,,,3.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,989,2025-12-02T15:56:54.560214
34784012,,maximum dose,,,,,,,,,,,,3.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,990,2025-12-02T15:56:54.560214
34784012,,initial dose,1,mg,mean,,,,,,,patch,,2.0,adolescent,,6-19 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,991,2025-12-02T15:56:54.560214
34784012,,last dose,,,,,,,,,,,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,992,2025-12-02T15:56:54.560214
34784012,,maximum dose,,,,,,,,,,,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,993,2025-12-02T15:56:54.560214
34784012,,initial dose,2,mg,mean,,,,,,,patch,,2.0,adolescent,,6-19 years,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,994,2025-12-02T15:56:54.560214
34784012,,last dose,,,,,,,,,,,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,995,2025-12-02T15:56:54.560214
34784012,,maximum dose,,,,,,,,,,,,2.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Drug (summary data),Drug_summary,996,2025-12-02T15:56:54.560214
26723196,pravastatin,dose,10.0,mg/day,mean,,,,,,once,oral,daily,11.0,maternal,"trimester 2/3, postpartum",,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,2,2025-12-02T15:57:20.311669
2899094,dilevalol,dose,400.0,mg,mean,,,,,,once,oral,single,6.0,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,3,2025-12-02T15:57:20.311669
26635169,labetalol,total dose,330.0,mg/day,,,,,,,,oral,tid,4.0,maternal,"trimester 2/3, postpartum",,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,4,2025-12-02T15:57:20.311669
26635169,labetalol,total dose,400.0,mg/day,,,,,,,,oral,tid,11.0,maternal,pregnancy,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,5,2025-12-02T15:57:20.311669
26635169,labetalol,total dose,600.0,mg/day,,,,,,,,oral,tid,6.0,maternal,pregnancy,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,6,2025-12-02T15:57:20.311669
26635169,labetalol,total dose,700.0,mg/day,,,,,,,,oral,tid,2.0,maternal,pregnancy,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,7,2025-12-02T15:57:20.311669
26635169,labetalol,total dose,800.0,mg/day,,,,,,,,oral,tid,1.0,maternal,pregnancy,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,8,2025-12-02T15:57:20.311669
26635169,labetalol,total dose,1200.0,mg/day,,,,,,,,oral,tid,1.0,maternal,pregnancy,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,9,2025-12-02T15:57:20.311669
26635169,labetalol,treatment duration,,days,,,,range,6.0,84.0,,oral,tid,25.0,maternal,pregnancy,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,10,2025-12-02T15:57:20.311669
18507654,Domperidone 30mg,dose,410.0,µg/kg/day,Mean,,,95% CI,326.0,494.0,,oral,tid,6.0,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,11,2025-12-02T15:57:20.311669
18507654,Domperidone 60mg,dose,820.0,µg/kg/day,Mean,,,95% CI,652.0,988.0,,oral,tid,5.0,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,12,2025-12-02T15:57:20.311669
3882143,domperidone,dose,10.0,mg,,,,,,,2,oral,od,5.0,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,13,2025-12-02T15:57:20.311669
37565541,lemborexant,dose,10.0,mg,per patient,,,,,,single dose,oral,,8.0,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Drug (summary data),Drug_summary,14,2025-12-02T15:57:20.311669
19011433,sertraline,,,,,,,,,,,,,,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Drug dosing (individual data),Drug_summary,23,2025-12-02T15:58:06.904430
19011433,sertraline,,,,,,,,,,,,,,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Drug dosing (individual data),Drug_summary,24,2025-12-02T15:58:06.904430
19011433,sertraline,,,,,,,,,,,,,,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Drug dosing (individual data),Drug_summary,25,2025-12-02T15:58:06.904430
19011433,sertraline,,,,,,,,,,,,,,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Drug dosing (individual data),Drug_summary,26,2025-12-02T15:58:06.904430
19011433,sertraline,,,,,,,,,,,,,,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Drug dosing (individual data),Drug_summary,27,2025-12-02T15:58:06.904430
19011433,sertraline,,,,,,,,,,,,,,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Drug dosing (individual data),Drug_summary,28,2025-12-02T15:58:06.904430
