PMID,Characteristics,Sub-category,Value,Unit,Summary Statistics,variation type,variability value,Interval type,Interval high,Interval low,Subjects n,Population,PregnancyStage,Gestational Age,P-values,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
18507654.0,weight,,76.0,kg,mean,,,range,61.0,108.0,6,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,44,2025-12-02T15:57:20.212158
18507654.0,gestational age,,26.5,weeks,mean,,,range,24.0,29.4,6,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,45,2025-12-02T15:57:20.212158
18507654.0,time of recruitment,,53.0,days,mean,,,range,16.0,117.0,6,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,46,2025-12-02T15:57:20.212158
3882143.0,time from delivery to study entry,,4.0,days,mean,,,range,2.0,8.0,10,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,47,2025-12-02T15:57:20.212158
37565541.0,age,,31.0,years,median,,,range,25.0,38.0,8,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,48,2025-12-02T15:57:20.212158
37565541.0,race,white,7.0,count,frequency,%,87.5,,,,8,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,49,2025-12-02T15:57:20.212158
37565541.0,race,asian,1.0,count,frequency,%,12.5,,,,8,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,50,2025-12-02T15:57:20.212158
37565541.0,ethnicity,not hispanic or latino,8.0,count,frequency,%,100.0,,,,8,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,51,2025-12-02T15:57:20.212158
37565541.0,weight,,66.6,kg,median,,,range,49.4,89.0,8,maternal,lactation,,,,PRGLAC PK curations_AS.xlsx,Aditi,Population (summery data),Population_summary,52,2025-12-02T15:57:20.212158
21824458.0,age,,31,years,mean,,,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,934,2025-12-02T16:05:05.893495
21824458.0,White,,20,,N,,,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,935,2025-12-02T16:05:05.893495
21824458.0,SIGH-ADS score,,16,,mean,SD,7.6,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,936,2025-12-02T16:05:05.893495
21824458.0,major depressive episode in the third trimester,,9,,N,%,43,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,937,2025-12-02T16:05:05.893495
21824458.0,age,,31,years,mean,,,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,934,2025-12-02T16:05:11.015401
21824458.0,White,,20,,N,,,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,935,2025-12-02T16:05:11.015401
21824458.0,SIGH-ADS score,,16,,mean,SD,7.6,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,936,2025-12-02T16:05:11.015401
21824458.0,major depressive episode in the third trimester,,9,,N,%,43,,,,21.0,maternal,pregnancy,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,937,2025-12-02T16:05:11.015401
21824458.0,age,,31,years,mean,,,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,934,2025-12-02T16:05:14.773564
21824458.0,White,,20,,N,,,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,935,2025-12-02T16:05:14.773564
21824458.0,SIGH-ADS score,,16,,mean,SD,7.6,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,936,2025-12-02T16:05:14.773564
21824458.0,major depressive episode in the third trimester,,9,,N,%,43,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,937,2025-12-02T16:05:14.773564
21824458.0,age,,31,years,mean,,,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,934,2025-12-02T16:05:21.203629
21824458.0,White,,20,,N,,,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,935,2025-12-02T16:05:21.203629
21824458.0,SIGH-ADS score,,16,,mean,SD,7.6,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,936,2025-12-02T16:05:21.203629
21824458.0,major depressive episode in the third trimester,,9,,N,%,43,,,,21,maternal,pregnancy,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,937,2025-12-02T16:05:21.203629
16433870.0,age,,32.2,years,mean,,,95% CI,29.3,35.1,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,923,2025-12-02T16:05:05.893495
16433870.0,age,,33,years,mean,,,95% CI,31.4,34.7,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,924,2025-12-02T16:05:05.893495
16433870.0,weight,,74.1,kg,mean,,,95% CI,61.1,87.2,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,925,2025-12-02T16:05:05.893495
16433870.0,weight,,65.3,kg,mean,,,95% CI,61.1,69.5,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,926,2025-12-02T16:05:05.893495
16433870.0,gestational length,,39,weeks,mean,,,95% CI,38.3,39.7,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,927,2025-12-02T16:05:05.893495
16433870.0,postnatal age,,3.7,m,mean,,,95% CI,2.7,4.8,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,928,2025-12-02T16:05:05.893495
16433870.0,infant weight,,6.4,kg,mean,,,95% CI,5.6,7.3,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,929,2025-12-02T16:05:05.893495
16433870.0,birth weight,,3370,g,mean,,,95% CI,3172,3568,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,930,2025-12-02T16:05:05.893495
16433870.0,time of PKU test,,50.8,h,mean,,,95% CI,41.4,60.2,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,931,2025-12-02T16:05:05.893495
16433870.0,age,,32.2,years,mean,,,95% CI,29.3,35.1,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,923,2025-12-02T16:05:11.015401
16433870.0,age,,33,years,mean,,,95% CI,31.4,34.7,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,924,2025-12-02T16:05:11.015401
16433870.0,weight,,74.1,kg,mean,,,95% CI,61.1,87.2,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,925,2025-12-02T16:05:11.015401
16433870.0,weight,,65.3,kg,mean,,,95% CI,61.1,69.5,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,926,2025-12-02T16:05:11.015401
16433870.0,gestational length,,39,weeks,mean,,,95% CI,38.3,39.7,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,927,2025-12-02T16:05:11.015401
16433870.0,postnatal age,,3.7,m,mean,,,95% CI,2.7,4.8,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,928,2025-12-02T16:05:11.015401
16433870.0,infant weight,,6.4,kg,mean,,,95% CI,5.6,7.3,23.0,maternal,postpartum,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,929,2025-12-02T16:05:11.015401
16433870.0,birth weight,,3370,g,mean,,,95% CI,3172,3568,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,930,2025-12-02T16:05:11.015401
16433870.0,time of PKU test,,50.8,h,mean,,,95% CI,41.4,60.2,9.0,maternal,3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,931,2025-12-02T16:05:11.015401
16433870.0,age,,32.2,years,mean,,,95% CI,29.3,35.1,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,923,2025-12-02T16:05:14.773564
16433870.0,age,,33,years,mean,,,95% CI,31.4,34.7,23,maternal,postpartum,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,924,2025-12-02T16:05:14.773564
16433870.0,weight,,74.1,kg,mean,,,95% CI,61.1,87.2,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,925,2025-12-02T16:05:14.773564
16433870.0,weight,,65.3,kg,mean,,,95% CI,61.1,69.5,23,maternal,postpartum,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,926,2025-12-02T16:05:14.773564
16433870.0,gestational length,,39,weeks,mean,,,95% CI,38.3,39.7,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,927,2025-12-02T16:05:14.773564
16433870.0,postnatal age,,3.7,m,mean,,,95% CI,2.7,4.8,23,maternal,postpartum,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,928,2025-12-02T16:05:14.773564
16433870.0,infant weight,,6.4,kg,mean,,,95% CI,5.6,7.3,23,maternal,postpartum,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,929,2025-12-02T16:05:14.773564
16433870.0,birth weight,,3370,g,mean,,,95% CI,3172,3568,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,930,2025-12-02T16:05:14.773564
16433870.0,time of PKU test,,50.8,h,mean,,,95% CI,41.4,60.2,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,931,2025-12-02T16:05:14.773564
16433870.0,age,,32.2,years,mean,,,95% CI,29.3,35.1,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,923,2025-12-02T16:05:21.203629
16433870.0,age,,33,years,mean,,,95% CI,31.4,34.7,23,maternal,postpartum,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,924,2025-12-02T16:05:21.203629
16433870.0,weight,,74.1,kg,mean,,,95% CI,61.1,87.2,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,925,2025-12-02T16:05:21.203629
16433870.0,weight,,65.3,kg,mean,,,95% CI,61.1,69.5,23,maternal,postpartum,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,926,2025-12-02T16:05:21.203629
16433870.0,gestational length,,39,weeks,mean,,,95% CI,38.3,39.7,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,927,2025-12-02T16:05:21.203629
16433870.0,postnatal age,,3.7,m,mean,,,95% CI,2.7,4.8,23,maternal,postpartum,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,928,2025-12-02T16:05:21.203629
16433870.0,infant weight,,6.4,kg,mean,,,95% CI,5.6,7.3,23,maternal,postpartum,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,929,2025-12-02T16:05:21.203629
16433870.0,birth weight,,3370,g,mean,,,95% CI,3172,3568,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,930,2025-12-02T16:05:21.203629
16433870.0,time of PKU test,,50.8,h,mean,,,95% CI,41.4,60.2,9,maternal,3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,931,2025-12-02T16:05:21.203629
24989434.0,age,,30,years,mean,SD,4,,,,7.0,maternal,pregnancy,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,225,2025-12-02T16:05:05.893495
24989434.0,weight,,76,kg,mean,SD,15,,,,7.0,maternal,pregnancy,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,226,2025-12-02T16:05:05.893495
24989434.0,height,,168,cm,mean,SD,6,,,,7.0,maternal,pregnancy,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,227,2025-12-02T16:05:05.893495
24989434.0,age,,30,years,mean,SD,4,,,,7.0,maternal,pregnancy,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,225,2025-12-02T16:05:11.015401
24989434.0,weight,,76,kg,mean,SD,15,,,,7.0,maternal,pregnancy,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,226,2025-12-02T16:05:11.015401
24989434.0,height,,168,cm,mean,SD,6,,,,7.0,maternal,pregnancy,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,227,2025-12-02T16:05:11.015401
24989434.0,age,,30,years,mean,SD,4,,,,7,maternal,pregnancy,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,225,2025-12-02T16:05:14.773564
24989434.0,weight,,76,kg,mean,SD,15,,,,7,maternal,pregnancy,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,226,2025-12-02T16:05:14.773564
24989434.0,height,,168,cm,mean,SD,6,,,,7,maternal,pregnancy,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,227,2025-12-02T16:05:14.773564
24989434.0,age,,30,years,mean,SD,4,,,,7,maternal,pregnancy,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,225,2025-12-02T16:05:21.203629
24989434.0,weight,,76,kg,mean,SD,15,,,,7,maternal,pregnancy,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,226,2025-12-02T16:05:21.203629
24989434.0,height,,168,cm,mean,SD,6,,,,7,maternal,pregnancy,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,227,2025-12-02T16:05:21.203629
20060670.0,age,,34.3,years,mean,SD,4.3,,,,12.0,maternal,1st and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,208,2025-12-02T16:05:05.893495
20060670.0,gravidity,,2.5,,mean,SD,1.3,,,,12.0,maternal,2nd and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,209,2025-12-02T16:05:05.893495
20060670.0,parity,,0.9,,mean,SD,0.9,,,,12.0,maternal,3rd and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,210,2025-12-02T16:05:05.893495
20060670.0,Race,Caucasian,0.83,,N,,,,,,12.0,maternal,4th and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,211,2025-12-02T16:05:05.893495
20060670.0,Race,Hispanic,0.08,,N,,,,,,12.0,maternal,5th and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,212,2025-12-02T16:05:05.893495
20060670.0,Race,Oriental-Asian,0.08,,N,,,,,,12.0,maternal,6th and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,213,2025-12-02T16:05:05.893495
20060670.0,Medication,Citalopram,0.33,,N,,,,,,12.0,maternal,7th and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,214,2025-12-02T16:05:05.893495
20060670.0,Medication,Fluoxetine,0.08,,N,,,,,,12.0,maternal,8th and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,215,2025-12-02T16:05:05.893495
20060670.0,Medication,Sertraline,0.08,,N,,,,,,12.0,maternal,9th and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,216,2025-12-02T16:05:05.893495
20060670.0,Medication,Venlafaxine,0.5,,N,,,,,,12.0,maternal,10th and 3rd trimester,,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Population (summery data),Population_summary,217,2025-12-02T16:05:05.893495
20060670.0,age,,34.3,years,mean,SD,4.3,,,,12.0,maternal,1st and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,208,2025-12-02T16:05:11.015401
20060670.0,gravidity,,2.5,,mean,SD,1.3,,,,12.0,maternal,2nd and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,209,2025-12-02T16:05:11.015401
20060670.0,parity,,0.9,,mean,SD,0.9,,,,12.0,maternal,3rd and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,210,2025-12-02T16:05:11.015401
20060670.0,Race,Caucasian,0.83,,N,,,,,,12.0,maternal,4th and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,211,2025-12-02T16:05:11.015401
20060670.0,Race,Hispanic,0.08,,N,,,,,,12.0,maternal,5th and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,212,2025-12-02T16:05:11.015401
20060670.0,Race,Oriental-Asian,0.08,,N,,,,,,12.0,maternal,6th and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,213,2025-12-02T16:05:11.015401
20060670.0,Medication,Citalopram,0.33,,N,,,,,,12.0,maternal,7th and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,214,2025-12-02T16:05:11.015401
20060670.0,Medication,Fluoxetine,0.08,,N,,,,,,12.0,maternal,8th and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,215,2025-12-02T16:05:11.015401
20060670.0,Medication,Sertraline,0.08,,N,,,,,,12.0,maternal,9th and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,216,2025-12-02T16:05:11.015401
20060670.0,Medication,Venlafaxine,0.5,,N,,,,,,12.0,maternal,10th and 3rd trimester,,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Population (summery data),Population_summary,217,2025-12-02T16:05:11.015401
20060670.0,age,,34.3,years,mean,SD,4.3,,,,12,maternal,1st and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,208,2025-12-02T16:05:14.773564
20060670.0,gravidity,,2.5,,mean,SD,1.3,,,,12,maternal,2nd and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,209,2025-12-02T16:05:14.773564
20060670.0,parity,,0.9,,mean,SD,0.9,,,,12,maternal,3rd and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,210,2025-12-02T16:05:14.773564
20060670.0,Race,Caucasian,0.83,,N,,,,,,12,maternal,4th and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,211,2025-12-02T16:05:14.773564
20060670.0,Race,Hispanic,0.08,,N,,,,,,12,maternal,5th and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,212,2025-12-02T16:05:14.773564
20060670.0,Race,Oriental-Asian,0.08,,N,,,,,,12,maternal,6th and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,213,2025-12-02T16:05:14.773564
20060670.0,Medication,Citalopram,0.33,,N,,,,,,12,maternal,7th and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,214,2025-12-02T16:05:14.773564
20060670.0,Medication,Fluoxetine,0.08,,N,,,,,,12,maternal,8th and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,215,2025-12-02T16:05:14.773564
20060670.0,Medication,Sertraline,0.08,,N,,,,,,12,maternal,9th and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,216,2025-12-02T16:05:14.773564
20060670.0,Medication,Venlafaxine,0.5,,N,,,,,,12,maternal,10th and 3rd trimester,,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,217,2025-12-02T16:05:14.773564
20060670.0,age,,34.3,years,mean,SD,4.3,,,,12,maternal,1st and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,208,2025-12-02T16:05:21.203629
20060670.0,gravidity,,2.5,,mean,SD,1.3,,,,12,maternal,2nd and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,209,2025-12-02T16:05:21.203629
20060670.0,parity,,0.9,,mean,SD,0.9,,,,12,maternal,3rd and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,210,2025-12-02T16:05:21.203629
20060670.0,Race,Caucasian,0.83,,N,,,,,,12,maternal,4th and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,211,2025-12-02T16:05:21.203629
20060670.0,Race,Hispanic,0.08,,N,,,,,,12,maternal,5th and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,212,2025-12-02T16:05:21.203629
20060670.0,Race,Oriental-Asian,0.08,,N,,,,,,12,maternal,6th and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,213,2025-12-02T16:05:21.203629
20060670.0,Medication,Citalopram,0.33,,N,,,,,,12,maternal,7th and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,214,2025-12-02T16:05:21.203629
20060670.0,Medication,Fluoxetine,0.08,,N,,,,,,12,maternal,8th and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,215,2025-12-02T16:05:21.203629
20060670.0,Medication,Sertraline,0.08,,N,,,,,,12,maternal,9th and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,216,2025-12-02T16:05:21.203629
20060670.0,Medication,Venlafaxine,0.5,,N,,,,,,12,maternal,10th and 3rd trimester,,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Population (summery data),Population_summary,217,2025-12-02T16:05:21.203629
7893588.0,inpatients/outpatients,women monotherapy,,n,,,,,,,283.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,42,2025-12-02T15:57:48.699117
7893588.0,,women combination therapy,,n,,,,,,,80.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,43,2025-12-02T15:57:48.699117
7893588.0,,men monotherapy,,n,,,,,,,186.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,44,2025-12-02T15:57:48.699117
7893588.0,,men combination therapy,,n,,,,,,,29.0,,,,,"monotherapy=only taking nortriptyline, combination=patient taking other drugs that inhibit CYP2D6",PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,45,2025-12-02T15:57:48.699117
7893588.0,age,women monotherapy,19,years,mean,SD,,range,92,19,283.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,46,2025-12-02T15:57:48.699117
7893588.0,,women combination therapy,18,years,mean,SD,,range,88,19,80.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,47,2025-12-02T15:57:48.699117
7893588.0,,men monotherapy,15,years,mean,SD,,range,84,21,186.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,48,2025-12-02T15:57:48.699117
7893588.0,,men combination therapy,15,years,mean,SD,,range,79,27,29.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,49,2025-12-02T15:57:48.699117
7893588.0,weight,women monotherapy,10,kg,mean,SD,,range,106,40,108.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,50,2025-12-02T15:57:48.699117
7893588.0,,women combination therapy,12,kg,mean,SD,,range,88,38,25.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,51,2025-12-02T15:57:48.699117
7893588.0,,men monotherapy,11,kg,mean,SD,,range,105,54,69.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,52,2025-12-02T15:57:48.699117
7893588.0,,men combination therapy,18,kg,mean,SD,,range,109,60,9.0,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Population (summary data),Population_summary,53,2025-12-02T15:57:48.699117
