PMID,Drug name,Analyte,Specimen,Population,Pregnancy Stage ,Gestational/pediatric Age,Subjectsn,Parameter type,Time,Time unit,Value,Unit,Summary Statistics,variation type,Variation value,Interval type,Interval low,interval high,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
27572136.0,methadone,,,,,,,AUCinf (EDDP/methadone),,,0.06,,,,0.02,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3305,2025-12-02T15:56:56.518041
27572136.0,methadone,S-EDDP,,adults,,,12,Cmax,,,0.6,,,,0.16,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3306,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,Cmax/D,,,0.18,,,,0.06,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3307,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,Tmax,,,11,,,,6,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3308,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,AUC0-96,,,32,,,,9,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3309,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,AUC0-inf,,,43,,,,16,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3310,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,AUC0-inf/D,,,13,,,,4,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3311,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,Elimination t1/2,,,41,,,,22,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3312,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,AUC0-96 (EDDP/methadone),,,0.06,,,,0.02,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3313,2025-12-02T15:56:56.518041
27572136.0,methadone,,,,,,,AUCinf (EDDP/methadone),,,0.06,,,,0.02,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3314,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,buprenorphine,plasma,maternal,Trimester 2,,7,Tmax,,,1.6,hours,,SD,2.8,,,,0.8411,"p for comparison of pregnancy vspostpartum, all p-values for comparison between trimester 2/3 were not significant",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3315,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 3,,11,Tmax,,,1,,,,1.1,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3316,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Postpartum,,10,Tmax,,,1.9,,,,3.6,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3317,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 2,,7,Dose-normalized Cmax,,,0.5,ng/ml,,,0.1,,,,0.0365,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3318,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 3,,11,Dose-normalized Cmax,,,0.5,,,,0.2,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3319,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Postpartum,,10,Dose-normalized Cmax,,,0.7,,,,0.3,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3320,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 2,,7,Dose-normalized C0,,,0.1,,,,,,,,0.0032,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3321,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 3,,11,Dose-normalized C0,,,0.2,,,,0.2,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3322,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Postpartum,,10,Dose-normalized C0,,,0.3,,,,0.3,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3323,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 2,,7,Dose-normalized C12,,,0.1,,,,,,,,0.0001,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3324,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 3,,11,Dose-normalized C12,,,0.1,,,,0.1,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3325,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Postpartum,,10,Dose-normalized C12,,,0.3,,,,0.3,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3326,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 2,,7,Dose-normalized Cavg,,,0.2,,,,0.1,,,,0.0068,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3327,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 3,,11,Dose-normalized Cavg,,,0.2,,,,0.1,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3328,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Postpartum,,10,Dose-normalized Cavg,,,0.3,,,,0.2,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3329,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 2,,7,Dose-normalized AUC,,,1.9,ng/ml*h,,,1.4,,,,0.0068,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3330,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Trimester 3,,11,Dose-normalized AUC,,,2.2,,,,1.2,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3331,2025-12-02T15:56:56.518041
27687214.0,Buprenorphine,,,maternal,Postpartum,,10,Dose-normalized AUC,,,4,,,,2.5,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3332,2025-12-02T15:56:56.518041
28238111.0,fentanyl ,fentanyl ,blood,pediatric ,,,6,"CL normalized to
total body weight",,,11.2,mL/min*kg,mean,SD,2.6,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3333,2025-12-02T15:56:56.518041
28238111.0,fentanyl ,fentanyl ,blood,pediatric ,,,6,CL,,,1522,mL/min,mean,SD,310,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3334,2025-12-02T15:56:56.518041
28238111.0,fentanyl ,fentanyl ,blood,pediatric ,,,6,"Vd normalized to
total body weight",,,4.7,L/kg,mean,SD,2.1,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3335,2025-12-02T15:56:56.518041
28238111.0,fentanyl ,fentanyl ,blood,pediatric ,,,6,Vd,,,635,L,mean,SD,282,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3336,2025-12-02T15:56:56.518041
28238111.0,fentanyl ,fentanyl ,blood,pediatric ,,,6,t1/2,,,4.8,h,mean,SD,2,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3337,2025-12-02T15:56:56.518041
28238111.0,fentanyl ,,,,,,,AUC0–∞,,,1.5,h*ng/mL,mean,SD,0.5,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3338,2025-12-02T15:56:56.518041
28244808.0,oxycodone,oxycodone,blood,pediatric ,,,,terminal half-life,,,2.7,h,mean,SD,0.7,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3339,2025-12-02T15:56:56.518041
28244808.0,oxycodone,oxymorphone,blood,pediatric ,,,,terminal half-life,,,3.6,h,mean,SD,1,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3340,2025-12-02T15:56:56.518041
28244808.0,oxycodone,oxycodone,blood,pediatric ,,,,Dose-normalized Cmax,,,2.2,AU,mean,SD,1.5,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3341,2025-12-02T15:56:56.518041
28244808.0,oxycodone,oxymorphone,blood,pediatric ,,,,Dose-normalized Cmax,,,0.054,AU,mean,SD,0.056,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3342,2025-12-02T15:56:56.518041
28244808.0,oxycodone,oxycodone,blood,pediatric ,,,,dose-normalized AUC0–24,,,10.9,AU,mean,SD,4.5,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3343,2025-12-02T15:56:56.518041
28244808.0,oxycodone,oxymorphone,blood,pediatric ,,,,dose-normalized AUC0–24,,,0.22,AU,mean,SD,0.14,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3344,2025-12-02T15:56:56.518041
28320034.0,methadone,methadone,blood,pregnant ,post-partum,,21,plasma concentration,,,200,ug/L,median,,,range,20,720,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3345,2025-12-02T15:56:56.518041
28320034.0,methadone,methadone,blood,pregnant ,post-partum,,11,plasma concentration,,,320,ug/L,median,,,range,80,660,,Infants requiring NAS treatment,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3346,2025-12-02T15:56:56.518041
28320034.0,methadone,methadone,blood,pregnant ,post-partum,,10,plasma concentration,,,165,ug/L,median,,,range,20,720,,Infants not requiring NAS treatment,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3347,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,blood,pregnant,Trimester 1,,,Time That Dose-Normalized Plasma Concentrations Are Below 1ng/ml,,,10,,,,,,,,,4 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3348,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,8,,,,,,,,,8 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3349,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,8,,,,,,,,,12 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3350,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,pregnant,Trimester 3,,,Time That Dose-Normalized Plasma Concentrations Are Below 1ng/ml,,,10,,,,,,,,,4 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3351,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,4,,,,,,,,,8 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3352,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,0,,,,,,,,,12 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3353,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,pregnant,Pregnancy average (2nd/3rd trimesters),,,Time That Dose-Normalized Plasma Concentrations Are Below 1ng/ml,,,10,,,,,,,,,4 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3354,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,6,,,,,,,,,8 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3355,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,4,,,,,,,,,12 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3356,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,pregnant,Postpartum,,,Time That Dose-Normalized Plasma Concentrations Are Below 1ng/ml,,,8,,,,,,,,,4 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3357,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,0,,,,,,,,,8 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3358,2025-12-02T15:56:56.518041
28669739.0,Buprenorphine,,,,,,,,,,0,,,,,,,,,12 mg BID,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3359,2025-12-02T15:56:56.518041
28805611.0,Propofol,,maternal arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,1.91,ug/mL,mean,SD,0.46,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3360,2025-12-02T15:56:56.518041
28805611.0,Propofol,,fetal umbilical arterial blood,fetal,delivery,,20,Plasma concentration,,,1.17,ug/mL,mean,SD,0.29,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3361,2025-12-02T15:56:56.518041
28805611.0,Propofol,,fetal venous arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,0.51,ug/mL,mean,SD,0.17,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3362,2025-12-02T15:56:56.518041
28805611.0,Propofol,,,pregnant ,post-partum,,20,UV/MA ratio,,,0.63,,mean,SD,0.09,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3363,2025-12-02T15:56:56.518041
28805611.0,Propofol,,,pregnant ,post-partum,,20,UA/UV ratio,,,0.47,,mean,SD,0.07,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3364,2025-12-02T15:56:56.518041
28805611.0,Propofol,,maternal arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,1.57,ug/mL,mean,SD,0.3,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3365,2025-12-02T15:56:56.518041
28805611.0,Propofol,,fetal umbilical arterial blood,fetal,delivery,,20,Plasma concentration,,,1.07,ug/mL,mean,SD,0.19,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3366,2025-12-02T15:56:56.518041
28805611.0,Propofol,,fetal venous arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,0.61,ug/mL,mean,SD,0.1,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3367,2025-12-02T15:56:56.518041
28805611.0,Propofol,,,pregnant ,post-partum,,20,UV/MA ratio,,,0.69,,mean,SD,0.07,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3368,2025-12-02T15:56:56.518041
28805611.0,Propofol,,,pregnant ,post-partum,,20,UA/UV ratio,,,0.52,,mean,SD,0.07,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3369,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,maternal arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,2.25,ug/mL,mean,SD,0.46,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3370,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,fetal umbilical arterial blood,fetal,delivery,,20,Plasma concentration,,,1.43,ug/mL,mean,SD,0.36,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3371,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,fetal venous arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,0.65,ug/mL,mean,SD,0.11,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3372,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,,pregnant ,post-partum,,20,UV/MA ratio,,,0.63,,mean,SD,0..07,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3373,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,,pregnant ,post-partum,,20,UA/UV ratio,,,0.49,,mean,SD,0..07,,,,,patients undergoing elective CS were administered anesthesia at short I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3374,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,maternal arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,1.96,ug/mL,mean,SD,0.43,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3375,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,fetal umbilical arterial blood,fetal,delivery,,20,Plasma concentration,,,1.25,ug/mL,mean,SD,0.24,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3376,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,fetal venous arterial blood,pregnant ,post-partum,,20,Plasma concentration,,,0.75,ug/mL,mean,SD,0.18,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3377,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,,pregnant ,post-partum,,20,UV/MA ratio,,,0.65,,mean,SD,0.09,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3378,2025-12-02T15:56:56.518041
28805611.0,Remifentanil,,,pregnant ,post-partum,,20,UA/UV ratio,,,0.56,,mean,SD,0.11,,,,,patients undergoing elective CS were administered anesthesia at  long I-D intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3379,2025-12-02T15:56:56.518041
29521669.0,Methadone,Methadone,serum,Maternal,Pregnancy,,23,Concentration,,,288,ng/ml,mean,,,range,78,854,<0.0001,"Means use within period patient averages, p for positive correlation with dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3380,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Postpartum,,23,,,,434,,,,,,169,1020,0.001,p for increase in serum levels from T3 to PP,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3381,2025-12-02T15:56:56.518041
29521669.0,Methadone,EDDP,serum,Maternal,Pregnancy,,23,Concentration,,,50,ng/ml,mean,,,range,16.9,142.3,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3382,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Postpartum,,23,,,,66,,,,,,21,231.8,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3383,2025-12-02T15:56:56.518041
29521669.0,Methadone,methadone/EDDP,serum,Maternal,Pregnancy,,23,drug:metabolite ratio,,,5.9,,mean,,,range,2.6,11.6,0.002,p for positive correlation with serum levels,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3384,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Postpartum,,23,,,,7.2,,,,,,3.7,19.8,0.29,p for negative correlation with dose,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3385,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 1,,11,drug:metabolite ratio,,,7.2,,mean,SD,1.9,,,,0.0007,"Data using each patient’s average ratio per trimester, p for comparison of T1 to T3",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3386,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 2,,16,drug:metabolite ratio,,,5.9,,,,2.7,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3387,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 3,,16,drug:metabolite ratio,,,5.1,,,,1.3,,,,0.001,p for comparison of T3 to PP,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3388,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Postpartum,,11,drug:metabolite ratio,,,7.2,,,,3.3,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3389,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 1,,11,drug:metabolite ratio,,,7.2,,median,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3390,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 2,,16,drug:metabolite ratio,,,5.2,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3391,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 3,,16,drug:metabolite ratio,,,4.9,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3392,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Postpartum,,11,drug:metabolite ratio,,,6.5,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3393,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 1,,,Ratio <4,,,8,%,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3394,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 2,,,Ratio <4,,,30,%,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3395,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 3,,,Ratio <4,,,38,%,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3396,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Postpartum,,,Ratio <4,,,5,%,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3397,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 1,,,Ultra-rapid metabolizers,,,1,count,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3398,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 2,,,Ultra-rapid metabolizers,,,7,count,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3399,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Trimester 3,,,Ultra-rapid metabolizers,,,5,count,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3400,2025-12-02T15:56:56.518041
29521669.0,Methadone,,,,Postpartum,,,Ultra-rapid metabolizers,,,1,count,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3401,2025-12-02T15:56:56.518041
29943508.0,Fentanyl,Fentanyl,blood,pregnant ,post-partum,,16,"concentration,umbilical vein",,,0.162,nmol/L,mean,SD,0.009,,,,,Adrenaline group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3402,2025-12-02T15:56:56.518041
29943508.0,Fentanyl,Fentanyl,blood,pregnant ,post-partum,,20,"concentration,umbilical vein",,,0.151,nmol/L,mean,SD,0.007,,,,,Control group (w/o adrenaline),Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3403,2025-12-02T15:56:56.518041
29943508.0,Fentanyl,Fentanyl,blood,pregnant ,post-partum,,16,maternal serum concentration,at birth,,0.268,nmol/L,median,,,25th; 75th percentile,0.193,0.493,,Adrenaline group,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3404,2025-12-02T15:56:56.518041
29943508.0,Fentanyl,Fentanyl,blood,pregnant ,post-partum,,19,maternal serum concentration,at birth,,0.291,nmol/L,median,,,25th; 75th percentile,0.212,0.502,,Control group (w/o adrenaline),Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Pk param (summary data),PKparam_summary,3405,2025-12-02T15:56:56.518041
