PMID,Outcome,Sub-category,Value,Unit,Summary Statistics,Variation type,Variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
16130057.0,Temperature,30 min on CPB,16.7,,,,4.2,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,798,2025-12-02T15:57:10.570299
16130057.0,Temperature,60 min on CPB,18.2,,,,6.2,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,799,2025-12-02T15:57:10.570299
16130057.0,Temperature,1 min off CPB,36.2,,,,1.4,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,800,2025-12-02T15:57:10.570299
16130057.0,Temperature,30 min off CPB,34.9,,,,0.9,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,801,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,30 min postinduction,55.3,,mmHg,,9.9,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,802,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,Sternotomy,55.3,,,,11.6,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,803,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,Aortic cannulation,46.3,,,,10.2,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,804,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,4 min on CPB,43.6,,,,17.7,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,805,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,30 min on CPB,23.1,,,,17.5,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,806,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,60 min on CPB,25.2,,,,28.5,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,807,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,1 min off CPB,42.8,,,,6.7,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,808,2025-12-02T15:57:10.570299
16130057.0,Mean arterial pressure,30 min off CPB,50,,,,6.7,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,809,2025-12-02T15:57:10.570299
16130057.0,CPB flow rate,4 min on CPB,160,,ml/kg/min,,25.0,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,810,2025-12-02T15:57:10.570299
16130057.0,CPB flow rate,30 min on CPB,44,,,,43.0,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,811,2025-12-02T15:57:10.570299
16130057.0,CPB flow rate,60 min on CPB,38,,,,42.0,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,812,2025-12-02T15:57:10.570299
16261362.0,Male sex,,4,,count,,,,,,9.0,Neonate,Delivery,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,813,2025-12-02T15:57:10.570299
16261362.0,Female sex,,5,,,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,814,2025-12-02T15:57:10.570299
16261362.0,Premature by 21 days,,1,,count,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,815,2025-12-02T15:57:10.570299
16261362.0,Length of gestation,,39.7,,week,SD,10.0,range,37,42,,,,,,Unit for SD/range is days/not weeks,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,816,2025-12-02T15:57:10.570299
16261362.0,Cesarean delivery,,2,,count,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,817,2025-12-02T15:57:10.570299
16261362.0,Birth weight,,3094,,g,,368.0,range,2535,3705,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,818,2025-12-02T15:57:10.570299
16261362.0,NAS,,4,,count,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,819,2025-12-02T15:57:10.570299
16261362.0,Special care duration,,,,days,,,range,0.5,28,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,820,2025-12-02T15:57:10.570299
16394684.0,"Systolic arterial pressure, maximum",Remifentanil,127,,mmHg,SD,12.6,,,,20.0,maternal,Labor,,<0.0001,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,821,2025-12-02T15:57:10.570299
16394684.0,"Mean arterial pressure, maximum",Remifentanil,98,,mmHg,,8.6,,,,20.0,,,,<0.0001,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,822,2025-12-02T15:57:10.570299
16394684.0,"Heart rate, maximum",Remifentanil,112,,beats/min,,8.4,,,,20.0,,,,0.0008,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,823,2025-12-02T15:57:10.570299
16394684.0,"Systolic arterial pressure, minimum",Remifentanil,85,,mmHg,,11.4,,,,20.0,,,,0.001,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,824,2025-12-02T15:57:10.570299
16394684.0,"Mean arterial pressure, minimum",Remifentanil,55,,mmHg,,16.5,,,,20.0,,,,0.0002,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,825,2025-12-02T15:57:10.570299
16394684.0,"Heart rate, minimum",Remifentanil,76,,beats/min,,8.2,,,,20.0,,,,0.35,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,826,2025-12-02T15:57:10.570299
16394684.0,Increased intravenous infusion,Remifentanil,2,,count,%,10.0,,,,20.0,,,,1,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,827,2025-12-02T15:57:10.570299
16394684.0,Ephedrine required,Remifentanil,0,,,,,,,,20.0,,,,>0.05,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,828,2025-12-02T15:57:10.570299
16394684.0,Atropine required,Remifentanil,0,,,,,,,,20.0,,,,>0.05,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,829,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' 7-10,Remifentanil,12,,,%,60.0,,,,20.0,Neonate,Delivery,,0.5,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,830,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' 6,Remifentanil,6,,,,30.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,831,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' 5,Remifentanil,2,,,,10.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,832,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' <5,Remifentanil,0,,,,0.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,833,2025-12-02T15:57:10.570299
16394684.0,Apgar score 5' 8-10,Remifentanil,20,,,,100.0,,,,20.0,,,,>0.05,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,834,2025-12-02T15:57:10.570299
16394684.0,Apgar score 5' <8,Remifentanil,0,,,,0.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,835,2025-12-02T15:57:10.570299
16394684.0,Time to sustained respiration,Remifentanil,75,,sec,,,range,0,240,20.0,,,,0.28,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,836,2025-12-02T15:57:10.570299
16394684.0,Tactile stimulation,Remifentanil,10,,,%,50.0,,,,20.0,,,,0.2,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,837,2025-12-02T15:57:10.570299
16394684.0,Bag-mask ventilation,Remifentanil,7,,,,35.0,,,,20.0,,,,0.29,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,838,2025-12-02T15:57:10.570299
16394684.0,Tracheal intubation,Remifentanil,0,,,,0.0,,,,20.0,,,,1,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,839,2025-12-02T15:57:10.570299
16394684.0,Naloxone,Remifentanil,2,,,,10.0,,,,20.0,,,,0.49,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,840,2025-12-02T15:57:10.570299
16394684.0,Admitted to NICU,Remifentanil,3,,,,15.0,,,,20.0,,,,>0.05,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,841,2025-12-02T15:57:10.570299
16394684.0,NICU for respiratory depression,Remifentanil,2,,,,10.0,,,,20.0,,,,>0.05,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,842,2025-12-02T15:57:10.570299
16394684.0,NICU for maternal medical condition,Remifentanil,1,,,,5.0,,,,20.0,,,,>0.05,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,843,2025-12-02T15:57:10.570299
16394684.0,"Systolic arterial pressure, maximum",control,165,,mmHg,SD,23.0,,,,20.0,maternal,Labor,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,844,2025-12-02T15:57:10.570299
16394684.0,"Mean arterial pressure, maximum",control,123,,mmHg,,15.9,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,845,2025-12-02T15:57:10.570299
16394684.0,"Heart rate, maximum",control,126,,beats/min,,15.4,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,846,2025-12-02T15:57:10.570299
16394684.0,"Systolic arterial pressure, minimum",control,102,,mmHg,,19.5,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,847,2025-12-02T15:57:10.570299
16394684.0,"Mean arterial pressure, minimum",control,75,,mmHg,,13.9,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,848,2025-12-02T15:57:10.570299
16394684.0,"Heart rate, minimum",control,79,,beats/min,,15.7,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,849,2025-12-02T15:57:10.570299
16394684.0,Increased intravenous infusion,control,1,,count,%,5.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,850,2025-12-02T15:57:10.570299
16394684.0,Ephedrine required,control,0,,,,,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,851,2025-12-02T15:57:10.570299
16394684.0,Atropine required,control,0,,,,,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,852,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' 7-10,control,15,,,%,75.0,,,,20.0,Neonate,Delivery,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,853,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' 6,control,3,,,,15.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,854,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' 5,control,2,,,,10.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,855,2025-12-02T15:57:10.570299
16394684.0,Apgar score 1' <5,control,0,,,,0.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,856,2025-12-02T15:57:10.570299
16394684.0,Apgar score 5' 8-10,control,20,,,,100.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,857,2025-12-02T15:57:10.570299
16394684.0,Apgar score 5' <8,control,0,,,,0.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,858,2025-12-02T15:57:10.570299
16394684.0,Time to sustained respiration,control,25,,sec,,,range,0,180,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,859,2025-12-02T15:57:10.570299
16394684.0,Tactile stimulation,control,6,,,%,30.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,860,2025-12-02T15:57:10.570299
16394684.0,Bag-mask ventilation,control,4,,,,20.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,861,2025-12-02T15:57:10.570299
16394684.0,Tracheal intubation,control,0,,,,0.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,862,2025-12-02T15:57:10.570299
16394684.0,Naloxone,control,0,,,,0.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,863,2025-12-02T15:57:10.570299
16394684.0,Admitted to NICU,control,3,,,,15.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,864,2025-12-02T15:57:10.570299
16394684.0,NICU for respiratory depression,control,0,,,,0.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,865,2025-12-02T15:57:10.570299
16394684.0,NICU for maternal medical condition,control,3,,,,15.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,866,2025-12-02T15:57:10.570299
16394684.0,Arterial pH,Remifentanil,7.29,,,,,,,,20.0,Neonate,delivery,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,867,2025-12-02T15:57:10.570299
16394684.0,Arterial PCO2,Remifentanil,56,,mmHg,SD,0.05,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,868,2025-12-02T15:57:10.570299
16394684.0,Arterial PO2,Remifentanil,26,,mmHg,,5.8,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,869,2025-12-02T15:57:10.570299
16394684.0,Arterial base excess,Remifentanil,-1.1,,mM,,9.6,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,870,2025-12-02T15:57:10.570299
16394684.0,Arterial total HgB,Remifentanil,14.1,,g/dl,,2.1,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,871,2025-12-02T15:57:10.570299
16394684.0,Arterial O2 content,Remifentanil,10.5,,ml/dl,,1.4,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,872,2025-12-02T15:57:10.570299
16394684.0,Arterial pH,control,7.29,,,,2.8,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,873,2025-12-02T15:57:10.570299
16394684.0,Arterial PCO2,control,54,,mmHg,,0.04,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,874,2025-12-02T15:57:10.570299
16394684.0,Arterial PO2,control,21,,mmHg,,6.1,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,875,2025-12-02T15:57:10.570299
16394684.0,Arterial base excess,control,-2.6,,mM,,6.7,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,876,2025-12-02T15:57:10.570299
16394684.0,Arterial total HgB,control,14.5,,g/dl,,2.4,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,877,2025-12-02T15:57:10.570299
16394684.0,Arterial O2 content,control,9.2,,ml/dl,,1.3,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,878,2025-12-02T15:57:10.570299
16394684.0,Venous pH,Remifentanil,7.33,,,,3.9,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,879,2025-12-02T15:57:10.570299
16394684.0,Venous PCO2,Remifentanil,49,,mmHg,,0.04,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,880,2025-12-02T15:57:10.570299
16394684.0,Venous PO2,Remifentanil,38,,mmHg,,5.6,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,881,2025-12-02T15:57:10.570299
16394684.0,Venous base excess,Remifentanil,-1.1,,mM,,9.5,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,882,2025-12-02T15:57:10.570299
16394684.0,Venous total HgB,Remifentanil,14.6,,g/dl,,1.9,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,883,2025-12-02T15:57:10.570299
16394684.0,Venous O2 content,Remifentanil,15.7,,ml/dl,,1.4,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,884,2025-12-02T15:57:10.570299
16394684.0,Venous pH,control,7.35,,,,2.7,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,885,2025-12-02T15:57:10.570299
16394684.0,Venous PCO2,control,46,,mmHg,,0.03,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,886,2025-12-02T15:57:10.570299
16394684.0,Venous PO2,control,36,,mmHg,,3.4,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,887,2025-12-02T15:57:10.570299
16394684.0,Venous base excess,control,-1.9,,mM,,10.0,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,888,2025-12-02T15:57:10.570299
16394684.0,Venous total HgB,control,14.8,,g/dl,,1.5,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,889,2025-12-02T15:57:10.570299
16394684.0,Venous O2 content,control,15.2,,ml/dl,,1.2,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,890,2025-12-02T15:57:10.570299
16802855.0,Vomiting,,3,,count,,,,,,30.0,pediatric,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,891,2025-12-02T15:57:10.570299
16802855.0,Dizziness,,1,,,,,,,,30.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,892,2025-12-02T15:57:10.570299
16802855.0,Itching in the nose,,1,,,,,,,,30.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,893,2025-12-02T15:57:10.570299
16949720.0,1-min. Apgar score ≤7,,20,,number,,,,,,20.0,,post partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,894,2025-12-02T15:57:10.570299
16949720.0,Resuscitation needed-Oxygen by mask,,14,,number,,,,,,14.0,,post partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,895,2025-12-02T15:57:10.570299
16949720.0,Resuscitation needed-Bag/mask/positive pressure,,6,,number,,,,,,6.0,,post partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,896,2025-12-02T15:57:10.570299
16949720.0,Resuscitation needed-Mask/valve/positive pressure,,1,,number,,,,,,1.0,,post partum,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,897,2025-12-02T15:57:10.570299
17478871.0,Apgar score 1',,8.3,,,,,,,,12.0,Neonate,Delivery,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,898,2025-12-02T15:57:10.570299
17478871.0,Apgar score 5',,8.9,,,,,,,,12.0,Neonate,Delivery,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,899,2025-12-02T15:57:10.570299
17478871.0,Neonatal abstinence syndrome,,1,,count,,,,,,12.0,Neonate,Delivery,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,900,2025-12-02T15:57:10.570299
17478871.0,Duration of NAS treatment,,6,,days,,,,,,12.0,Neonate,Delivery,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,901,2025-12-02T15:57:10.570299
17564645.0,Recovery - 25% to T1,sevoflurane,18,min,mean,SD,5.2,,,,12.0,children,,,0.0033,p is for difference between the sevoflurane/fentanyl,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,902,2025-12-02T15:57:10.570299
17564645.0,Recovery - 10% to TR,sevoflurane,43.6,min,mean,SD,13.3,,,,12.0,children,,,0.0095,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,903,2025-12-02T15:57:10.570299
17564645.0,Recovery - 25% to T2,fentanyl group,10.8,min,mean,SD,5.4,,,,12.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,904,2025-12-02T15:57:10.570299
17564645.0,Recovery - 10% to TR,fentanyl group,29.9,min,mean,SD,11.2,,,,12.0,children,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,905,2025-12-02T15:57:10.570299
17934758.0,CHIPPS pain score before piritramide,,2.8,,,SD,2.8,,,,20.0,children,,,,spontaneously breathing patients,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,906,2025-12-02T15:57:10.570299
17934758.0,CHIPPS pain score 60 min after piritramide,,0.2,,,,0.4,,,,20.0,,,,<0.05,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,907,2025-12-02T15:57:10.570299
17934758.0,CHIPPS pain score 120 min after piritramide,,1.6,,,,2.9,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,908,2025-12-02T15:57:10.570299
17934758.0,Rescue medication,,31,,%,,,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,909,2025-12-02T15:57:10.570299
17934758.0,Acetaminophen co-analgesia,,26,,%,,,,,,20.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,910,2025-12-02T15:57:10.570299
17934758.0,Hartwig pain score>13 60 min after piritramide,,>50,,%,,,,,,19.0,,,,,ventilated patients,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,911,2025-12-02T15:57:10.570299
17934758.0,Rescue medication,,60,,%,,,,,,19.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,912,2025-12-02T15:57:10.570299
17934758.0,Acetaminophen co-analgesia,,55,,%,,,,,,19.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,913,2025-12-02T15:57:10.570299
18166563.0,Apgar score 1',Breastfed,9,,median,,,IQR,1,,8.0,Neonate,Postpartum (PP),,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,914,2025-12-02T15:57:10.570299
18166563.0,Apgar score 5',Breastfed,9,,median,,,IQR,0,,8.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,915,2025-12-02T15:57:10.570299
18166563.0,Day 3 NAS score,Breastfed,4.5,,median,,,IQR,3.9,,8.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,916,2025-12-02T15:57:10.570299
18166563.0,Highest NAS score,Breastfed,6.5,,median,,,IQR,4.5,,8.0,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Outcomes (summary),Outcomes_summary,917,2025-12-02T15:57:10.570299
